ViaPPS produsert fil	: Filversjon 1.21
F.ID.	: Rosita_NO_001
ViaPPS software versjon	: 8.9.12.1

Rapportdato				: 26.03.2026 13:24:47
Filnavn					: PPS_Fy01_1_1_m00000-1_m00902_felt1___20260313-145945.txt
Mappe					: D:\ViaPPS_RBS\RAW_DATA\Fy001_1_hp1_f1_20260313-145945

ViaPPS opptakerversjon	: 8.5.6.0 - 01.06.2016 13:21:02

Sjåfør					: Egon
Bilnummer				: 
UtstyrsID				: VIATECH
Utstyrsmerknader		: 
Opptaksdato				: 13.03.2026 14:59:45
Formål					: 
Måleserienummer					: 1
Målingskommentarer		: 
Målingslengde			: 902
Værkommentarer			: 
Teksturlaserposisjon	: Y

Beregningsintervall [m]	: 1
Rettholt venstre [m]	: Bunnrettholt : -1,8[m]  Snorholt : -1,8[m]  Regresjonsholt : -1,8[m]
Rettholt høyre [m]		: Bunnrettholt :  1,8[m]  Snorholt :  1,8[m]  Regresjonsholt :  1,8[m]
Filter orden [punkter]	: 11
Profil snittlengde [m]	: 0,0
Metodefil versjon/dato	: Ikke tilgjengelig
Beregningskommentaer	: Beregningstype=CEN_13036_8, Midlingsalgoritme=ChebyshevFilter, AntallMidledeProfiler=1, Rettholtlengdetype=Fast lengde, Sporryggdeteksjon=Av
Kalibreringsdata	: Kalib.dato=19. juni 2025 09:11:30, Pulser=1203,835000, Rull=0,000000, Stamp=-0,033432, ScannerRull=-0,006738
Tverrfallskalibreringsdata	: 13. mars 2026 14:35:31
Sensormontasjedata1	: Imu=-1,60[m], ProfileScanner=-3,60[m], TeksturLaser=2,26[m]
Sensormontasjedata2	: GnssDx=-1,92[m], GnssDy=-0,28[m], GnssDz=-2,29[m]
Sensormontasjedata3	: GnssImuDx=-0,03[m], GnssImuDy=0,33[m], GnssImuDz=1,51[m]

Vegnett fylkesversjon			: 
Vegnett serverversjon			: 
Vegnett genereringsappliksajonsversjon	: 

Startposisjon:
Fylke			: 1
Veg				: 1
Strekning		: 1
Vegmeter		: 0
Kjørefelt		: 1
Stedsnavn		: 

Stopposisjon:
Fylke			: 1
Veg				: 1
Strekning		: 1
Vegmeter		: 902,268820874122
Kjørefelt		: 1
Stedsnavn		: 

Vegnettnoder
Nodenr	: Lengde [m]	: Fylke []	: Stedsnavn []	: Vegnavn []	: Hp []	: Fra Vegmeter [m]	: Til Vegmeter [m]	: 
Node0	: 901	: 1	: 	: 1	: 1	: -1	: 903

Justeringsnoder
Justeringnr	: Distanse [m]	: Justering [m]

Utkjørt meter [m]	Fra strekning []	Fra vegmeter [m]	Til strekning []	Til vegmeter [m]	Spordybde [mm]	Sporbredde [cm]	Tverrfall [%]	Kurveradius [m]	IRI [mm/m]	MPD [mm]	Beregningsmetode []	Tid [ms]	Hastighet [km/t]	Høyde [m]	Signalkvalitet [%]	Breddegrad [°]	Lengdegrad [°]	Sone 33V N [m]	Sone 33V Ø [m]	Sporposisjon [cm]	Areal [cm^2]	Pause []	Pos. asfalt kant [cm]	Pos. kantlinje [cm]	Type kantlinje []	Kval. kantlinje [%]	Pos. midtlinje [cm]	Type midtlinje []	Kval. midtlinje [%]	Pos. ekstra midtlinje [cm]	Type ekstra midtlinje []	Kval. ekstra midtlinje [%]	CEN 13036 Høyre sporposisjon [cm]	CEN 13036 Høyre spordybde [mm]	CEN 13036 Venstre sporposisjon [cm]	CEN 13036 Venstre spordybde [mm]	CEN 13036 Max sporposisjon [cm]	CEN 13036 Max spordybde [mm]	CEN 13036 Sporbredde [cm]	CEN 13036 Tverrfall [%]	CEN 13036 Areal [cm^2]	Bunn Høyre sporposisjon [cm]	Bunn Høyre spordybde [mm]	Bunn Venstre sporposisjon [cm]	Bunn Venstre spordybde [mm]	Bunn Max sporposisjon [cm]	Bunn Max spordybde [mm]	Bunn Sporbredde [cm]	Bunn Tverrfall [%]	Bunn Areal [cm^2]	Snor Høyre sporposisjon [cm]	Snor Høyre spordybde [mm]	Snor Venstre sporposisjon [cm]	Snor Venstre spordybde [mm]	Snor Max sporposisjon [cm]	Snor Max spordybde [mm]	Snor Sporbredde [cm]	Snor Tverrfall [%]	Snor Areal [cm^2]	Krum Høyre sporposisjon [cm]	Krum Høyre spordybde [mm]	Krum Venstre sporposisjon [cm]	Krum Venstre spordybde [mm]	Krum Max sporposisjon [cm]	Krum Max spordybde [mm]	Krum Sporbredde [cm]	Krum Tverrfall [%]	Krum Areal [cm^2]	Regresjon Høyre sporposisjon [cm]	Regresjon Høyre spordybde [mm]	Regresjon Venstre sporposisjon [cm]	Regresjon Venstre spordybde [mm]	Regresjon Max sporposisjon [cm]	Regresjon Max spordybde [mm]	Regresjon Sporbredde [cm]	Regresjon Tverrfall [%]	Regresjon Areal [cm^2]	Metode Høyre sporposisjon [cm]	Metode Høyre spordybde [mm]	Metode Venstre sporposisjon [cm]	Metode Venstre spordybde [mm]	Metode Max sporposisjon [cm]	Metode Max spordybde [mm]	Metode Sporbredde [cm]	Metode Tverrfall [%]	Metode Areal [cm^2]	
148,0	1	147,0	1	148,0	21,2	160,6	-1,5	2000	NaN	NaN	C	8271	68,0	70,3	55	59,3602363	24,7156260	6620511,66	1051063,03	-87,0	294,7	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	72,8	18,7	-87,0	21,2	-87,0	21,2	160,6	-1,5	294,7	72,8	18,3	-84,3	18,3	-9,2	18,3	160,0	-1,3	126,4	72,3	20,2	-85,1	22,7	-85,1	22,7	160,0	-1,3	342,2	68,8	47,0	-81,6	47,3	-179,4	0,0	152,4	-1,3	0,0	72,3	10,3	-84,3	12,4	-166,9	22,8	160,0	-1,5	220,4	72,8	18,7	-87,0	21,2	-87,0	21,2	160,6	-1,5	294,7	
149,0	1	148,0	1	149,0	21,0	159,9	-1,4	2000	NaN	NaN	C	8327	68,0	70,3	56	59,3602272	24,7156195	6620510,61	1051062,82	-86,1	284,1	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	74,4	17,9	-86,1	21,0	-86,1	21,0	159,9	-1,4	284,1	73,4	18,0	-85,8	18,0	-8,9	18,0	158,5	-1,2	121,5	72,8	19,2	-86,1	22,6	-86,1	22,6	158,5	-1,2	331,1	68,9	45,6	-82,7	46,0	-179,4	0,0	152,2	-1,2	0,0	72,8	9,9	-86,1	12,6	-161,6	22,7	158,5	-1,4	211,4	74,4	17,9	-86,1	21,0	-86,1	21,0	159,9	-1,4	284,1	
150,0	1	149,0	1	150,0	19,6	160,5	-1,3	2000	NaN	NaN	C	8383	68,0	70,3	56	59,3602182	24,7156131	6620509,55	1051062,60	-86,3	272,6	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	74,8	17,4	-86,3	19,6	-86,3	19,6	160,5	-1,3	272,6	74,7	17,5	-85,5	17,5	-8,6	17,5	159,9	-1,2	119,7	74,4	18,9	-85,5	21,0	-85,5	21,0	159,9	-1,2	322,3	66,6	45,7	-81,1	45,3	-179,5	0,0	148,4	-1,2	0,0	74,4	9,6	-85,5	11,7	176,0	21,6	159,9	-1,3	203,4	74,8	17,4	-86,3	19,6	-86,3	19,6	160,5	-1,3	272,6	
151,0	1	150,0	1	151,0	19,4	161,9	-1,4	2000	NaN	NaN	C	8432	68,0	70,3	56	59,3602102	24,7156074	6620508,62	1051062,41	-84,5	277,5	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	75,4	17,6	-84,5	19,4	-84,5	19,4	161,9	-1,4	277,5	75,4	17,0	-84,5	17,0	-8,1	17,0	160,7	-1,3	117,2	75,4	19,4	-84,5	21,3	-84,5	21,3	160,6	-1,3	330,0	70,2	46,1	-79,1	46,5	-179,5	0,0	149,4	-1,3	0,0	75,4	9,7	-84,5	11,5	-172,1	21,5	160,6	-1,4	206,4	75,4	17,6	-84,5	19,4	-84,5	19,4	161,9	-1,4	277,5	
152,0	1	151,0	1	152,0	19,1	160,5	-1,3	2000	NaN	NaN	C	8481	68,0	70,3	56	59,3602034	24,7156026	6620507,83	1051062,25	-84,6	281,4	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	75,5	17,8	-85,0	19,1	-84,6	19,1	160,5	-1,3	281,4	75,5	16,4	-83,7	16,4	-7,5	16,4	159,4	-1,3	117,7	75,5	19,3	-83,7	21,3	-83,6	21,3	159,4	-1,3	352,7	68,3	46,2	-78,4	46,8	-179,5	0,0	145,4	-1,3	0,0	75,5	9,8	-83,7	10,9	-173,6	21,6	159,4	-1,3	204,1	75,5	17,8	-85,0	19,1	-84,6	19,1	160,5	-1,3	281,4	
153,0	1	152,0	1	153,0	18,8	159,4	-1,3	2000	NaN	NaN	C	8530	68,1	70,3	56	59,3601955	24,7155969	6620506,91	1051062,05	-83,1	269,1	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	76,3	16,8	-83,2	18,8	-83,1	18,8	159,4	-1,3	269,1	76,3	16,6	-82,5	16,6	-5,1	16,6	158,5	-1,2	109,3	76,3	18,5	-83,1	20,3	-83,1	20,3	158,5	-1,2	317,1	68,2	45,1	-77,2	45,3	-179,5	0,0	145,8	-1,2	0,0	74,1	9,2	-83,1	11,2	163,7	20,4	157,8	-1,3	198,9	76,3	16,8	-83,2	18,8	-83,1	18,8	159,4	-1,3	269,1	
154,0	1	153,0	1	154,0	19,0	161,2	-1,3	2000	NaN	NaN	C	8593	68,1	70,3	56	59,3601853	24,7155896	6620505,72	1051061,81	-83,9	273,9	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	77,5	17,3	-83,9	19,0	-83,9	19,0	161,2	-1,3	273,9	77,5	16,5	-82,5	16,5	-8,0	16,5	159,8	-1,2	109,7	76,8	18,8	-82,5	21,0	-82,5	21,0	159,1	-1,2	337,6	70,1	45,7	-77,8	46,0	-179,3	0,0	149,2	-1,2	0,0	76,8	9,4	-82,5	11,3	179,2	21,2	159,1	-1,3	200,1	77,5	17,3	-83,9	19,0	-83,9	19,0	161,2	-1,3	273,9	
155,0	1	154,0	1	155,0	20,0	160,4	-1,3	2000	NaN	NaN	C	8642	68,1	70,3	56	59,3601773	24,7155840	6620504,79	1051061,62	-83,7	285,6	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	76,7	17,5	-83,7	20,0	-83,7	20,0	160,4	-1,3	285,6	76,7	17,3	-83,7	17,3	-6,9	17,3	160,4	-1,2	118,9	75,5	19,3	-83,7	21,8	-83,7	21,8	159,2	-1,2	343,4	68,9	45,8	-78,3	46,6	-179,3	0,0	147,9	-1,2	0,0	75,5	9,4	-83,7	11,8	172,9	22,0	159,2	-1,3	208,4	76,7	17,5	-83,7	20,0	-83,7	20,0	160,4	-1,3	285,6	
156,0	1	155,0	1	156,0	19,5	162,3	-1,4	2000	NaN	NaN	C	8691	68,2	70,3	56	59,3601694	24,7155783	6620503,87	1051061,43	-85,0	286,1	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	76,7	17,9	-85,0	19,5	-85,0	19,5	162,3	-1,4	286,1	76,1	17,0	-83,6	17,0	-7,5	17,0	160,4	-1,3	115,5	76,1	19,4	-84,3	21,2	-84,3	21,2	160,4	-1,3	329,4	70,1	45,9	-77,1	46,3	-179,4	0,0	147,2	-1,3	0,0	75,4	9,7	-84,3	11,7	179,5	21,8	159,7	-1,4	205,9	76,7	17,9	-85,0	19,5	-85,0	19,5	162,3	-1,4	286,1	
157,0	1	156,0	1	157,0	19,7	162,0	-1,3	2000	NaN	NaN	C	8747	68,2	70,3	56	59,3601603	24,7155719	6620502,81	1051061,21	-84,0	272,2	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	77,4	17,1	-84,0	19,7	-84,0	19,7	162,0	-1,3	272,2	77,4	16,9	-82,6	16,9	-6,2	16,9	160,0	-1,1	117,4	77,1	18,7	-83,6	21,2	-83,6	21,2	161,3	-1,1	324,0	71,5	45,0	-78,4	46,1	-179,1	0,0	149,5	-1,1	0,0	76,0	9,5	-83,6	11,7	-163,9	21,4	159,7	-1,3	204,3	77,4	17,1	-84,0	19,7	-84,0	19,7	162,0	-1,3	272,2	
158,0	1	157,0	1	158,0	19,7	159,3	-1,3	2000	NaN	NaN	C	8802	68,2	70,3	56	59,3601523	24,7155662	6620501,88	1051061,02	-81,1	277,6	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	78,0	17,5	-81,1	19,7	-81,1	19,7	159,3	-1,3	277,6	78,0	17,2	-80,6	17,2	-2,4	17,2	158,9	-1,1	118,4	77,7	19,1	-81,0	21,3	-81,0	21,3	158,7	-1,1	328,4	72,5	45,1	-76,3	46,0	-179,7	0,0	148,1	-1,1	0,0	77,7	9,5	-81,1	11,9	177,6	21,7	158,7	-1,3	202,3	78,0	17,5	-81,1	19,7	-81,1	19,7	159,3	-1,3	277,6	
159,0	1	158,0	1	159,0	19,8	162,4	-1,3	2000	NaN	NaN	C	8858	68,3	70,3	55	59,3601433	24,7155597	6620500,82	1051060,81	-83,1	286,4	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	79,7	18,1	-83,1	19,8	-83,1	19,8	162,4	-1,3	286,4	79,7	18,0	-82,8	18,0	-6,3	18,0	162,1	-1,2	126,7	77,2	19,5	-82,8	21,0	-82,8	21,0	160,5	-1,2	328,4	71,8	45,1	-76,1	45,2	-179,5	0,0	147,2	-1,2	0,0	77,2	9,7	-83,0	11,8	175,0	21,8	161,1	-1,3	209,4	79,7	18,1	-83,1	19,8	-83,1	19,8	162,4	-1,3	286,4	
160,0	1	159,0	1	160,0	19,6	157,2	-1,2	2000	NaN	NaN	C	8907	68,3	70,3	56	59,3601353	24,7155540	6620499,90	1051060,61	-81,1	279,1	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	77,4	17,8	-81,1	19,6	-81,1	19,6	157,2	-1,2	279,1	77,4	17,4	-80,5	17,4	-5,1	17,4	157,2	-1,1	116,9	77,4	19,0	-80,5	21,0	-80,5	21,0	157,2	-1,1	326,0	72,8	44,3	-75,8	44,7	-179,7	0,0	149,4	-1,1	0,0	77,4	9,5	-80,5	11,7	179,5	21,8	157,2	-1,2	203,6	77,4	17,8	-81,1	19,6	-81,1	19,6	157,2	-1,2	279,1	
161,0	1	160,0	1	161,0	19,1	161,1	-1,1	2000	NaN	NaN	C	8955	68,3	70,3	56	59,3601274	24,7155483	6620498,97	1051060,42	-81,0	270,5	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	80,1	17,5	-81,0	19,1	-81,0	19,1	161,1	-1,1	270,5	80,1	17,1	-80,4	17,1	-1,6	17,1	160,6	-1,0	120,8	80,1	18,6	-81,0	20,3	-81,0	20,3	161,1	-1,0	313,5	72,9	43,5	-74,5	43,2	-179,8	0,0	146,6	-1,0	0,0	80,1	9,5	-81,0	11,5	167,9	20,6	160,6	-1,1	204,1	80,1	17,5	-81,0	19,1	-81,0	19,1	161,1	-1,1	270,5	
162,0	1	161,0	1	162,0	18,8	157,6	-1,1	2000	NaN	NaN	C	9011	68,3	70,3	56	59,3601194	24,7155426	6620498,04	1051060,23	-78,8	265,6	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	78,1	17,4	-78,8	18,6	-78,8	18,8	157,6	-1,1	265,6	78,1	17,3	-77,6	17,3	0,5	17,3	156,4	-1,0	121,9	78,1	18,2	-77,7	19,3	-77,7	19,3	156,4	-1,0	286,1	74,8	43,3	-74,8	42,9	-179,7	0,0	148,9	-1,0	0,0	78,1	9,4	-78,8	11,1	179,4	20,5	157,2	-1,1	195,5	78,1	17,4	-78,8	18,6	-78,8	18,8	157,6	-1,1	265,6	
163,0	1	162,0	1	163,0	19,4	158,8	-1,1	2000	NaN	NaN	C	9066	68,4	70,3	55	59,3601103	24,7155360	6620496,98	1051060,00	-79,3	272,9	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	79,0	17,3	-80,4	19,4	-79,3	19,4	158,8	-1,1	272,9	80,4	17,5	-79,1	17,5	-0,9	17,5	159,3	-1,0	125,0	77,7	18,2	-80,4	20,1	-78,4	20,2	158,2	-1,0	302,6	72,8	43,4	-75,6	43,2	-179,6	0,0	147,2	-1,0	0,0	77,7	9,3	-80,4	11,7	177,0	21,0	158,2	-1,1	200,7	79,0	17,3	-80,4	19,4	-79,3	19,4	158,8	-1,1	272,9	
164,0	1	163,0	1	164,0	20,0	162,5	-1,2	2000	NaN	NaN	C	9121	68,4	70,4	56	59,3601012	24,7155294	6620495,92	1051059,78	-81,2	286,1	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	80,4	18,2	-81,5	20,0	-81,2	20,0	162,5	-1,2	286,1	80,4	17,7	-80,8	17,7	-4,5	17,7	161,2	-1,1	127,7	79,0	19,4	-80,8	21,2	-80,2	21,4	160,5	-1,1	332,0	73,0	44,7	-75,2	44,5	-179,8	0,0	149,2	-1,1	0,0	79,0	9,7	-81,2	11,9	179,6	22,2	160,9	-1,2	207,5	80,4	18,2	-81,5	20,0	-81,2	20,0	162,5	-1,2	286,1	
165,0	1	164,0	1	165,0	20,2	160,5	-1,2	2000	NaN	NaN	C	9169	68,4	70,4	56	59,3600932	24,7155236	6620494,99	1051059,58	-82,5	293,9	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	78,6	18,3	-82,5	20,2	-82,5	20,2	160,5	-1,2	293,9	78,6	18,0	-81,7	18,0	-3,9	18,0	160,5	-1,0	125,3	78,1	19,2	-82,4	22,0	-82,4	22,0	159,2	-1,0	340,9	72,0	44,7	-77,1	45,3	-179,3	0,0	149,2	-1,0	0,0	77,4	9,5	-82,4	12,1	179,2	22,9	159,2	-1,2	212,0	78,6	18,3	-82,5	20,2	-82,5	20,2	160,5	-1,2	293,9	
166,0	1	165,0	1	166,0	19,5	162,2	-1,3	2000	NaN	NaN	C	9224	68,5	70,4	55	59,3600853	24,7155179	6620494,06	1051059,39	-80,1	290,8	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	82,1	19,0	-80,1	19,3	-80,1	19,5	162,2	-1,3	290,8	81,0	17,6	-79,4	17,6	-1,0	17,6	160,2	-1,2	127,7	81,0	20,4	-79,4	20,6	-79,0	20,7	160,2	-1,2	333,3	75,1	45,4	-75,1	44,0	-179,8	0,0	150,5	-1,2	0,0	81,0	9,9	-79,8	11,5	179,4	22,8	160,5	-1,3	207,9	82,1	19,0	-80,1	19,3	-80,1	19,5	162,2	-1,3	290,8	
167,0	1	166,0	1	167,0	20,3	162,3	-1,3	2000	NaN	NaN	C	9280	68,5	70,4	55	59,3600762	24,7155113	6620493,00	1051059,16	79,4	290,3	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	81,0	20,1	-81,3	19,3	79,4	20,3	162,3	-1,3	290,3	81,0	18,1	-80,8	18,1	0,2	18,1	161,1	-1,2	130,3	80,3	21,2	-81,0	20,9	79,4	21,7	161,4	-1,2	327,3	75,1	46,0	-76,3	43,8	-179,8	0,0	151,0	-1,2	0,0	80,3	10,4	-81,3	11,5	179,1	23,4	161,4	-1,3	212,0	81,0	20,1	-81,3	19,3	79,4	20,3	162,3	-1,3	290,3	
168,0	1	167,0	1	168,0	20,2	159,7	-1,3	2000	NaN	NaN	C	9328	68,5	70,4	56	59,3600682	24,7155055	6620492,07	1051058,97	-79,1	297,4	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	78,7	19,9	-79,6	20,2	-79,1	20,2	159,7	-1,3	297,4	78,7	18,3	-79,0	18,3	0,2	18,3	157,8	-1,2	120,8	78,7	21,6	-79,0	21,6	-79,0	21,7	158,5	-1,2	348,5	74,1	47,1	-76,3	45,5	-179,6	0,0	150,5	-1,2	0,0	78,7	10,7	-79,0	12,3	179,4	24,5	158,5	-1,3	216,7	78,7	19,9	-79,6	20,2	-79,1	20,2	159,7	-1,3	297,4	
169,0	1	168,0	1	169,0	21,2	159,2	-1,4	2000	NaN	NaN	C	9376	68,5	70,4	56	59,3600603	24,7154997	6620491,14	1051058,77	-78,5	321,8	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	79,3	21,0	-81,0	21,1	-78,5	21,2	159,2	-1,4	321,8	77,3	18,9	-79,8	18,9	0,8	18,9	156,6	-1,2	132,8	77,3	22,9	-79,8	22,6	-78,5	22,9	156,6	-1,2	378,3	73,4	48,0	-75,9	45,8	-179,7	0,0	149,8	-1,2	0,0	77,3	11,0	-80,5	12,6	179,7	25,4	157,2	-1,4	225,3	79,3	21,0	-81,0	21,1	-78,5	21,2	159,2	-1,4	321,8	
170,0	1	169,0	1	170,0	20,9	158,4	-1,4	2000	NaN	NaN	C	9432	68,6	70,4	56	59,3600523	24,7154939	6620490,21	1051058,57	-79,1	310,9	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	79,1	20,4	-80,1	20,9	-79,1	20,9	158,4	-1,4	310,9	78,0	18,6	-80,1	18,6	-1,0	18,6	157,8	-1,2	128,4	77,4	22,3	-80,1	23,1	-0,5	23,1	157,8	-1,2	379,8	70,8	48,4	-74,1	46,8	-179,7	0,0	144,6	-1,2	0,0	77,4	10,7	-80,1	12,6	179,8	25,6	157,8	-1,4	225,1	79,1	20,4	-80,1	20,9	-79,1	20,9	158,4	-1,4	310,9	
171,0	1	170,0	1	171,0	22,0	157,7	-1,4	2000	NaN	NaN	C	9487	68,6	70,4	55	59,3600432	24,7154873	6620489,15	1051058,35	-79,1	314,6	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	75,7	19,7	-79,4	22,0	-79,1	22,0	157,7	-1,4	314,6	74,1	19,6	-78,7	19,6	-2,4	19,6	153,0	-1,3	128,2	75,4	21,3	-79,4	23,7	-78,4	23,7	154,1	-1,3	361,8	68,2	47,4	-75,4	47,2	-179,6	0,0	143,8	-1,3	0,0	73,1	10,3	-79,4	13,3	179,3	25,5	152,3	-1,4	228,7	75,7	19,7	-79,4	22,0	-79,1	22,0	157,7	-1,4	314,6	
172,0	1	171,0	1	172,0	21,4	157,8	-1,4	2000	NaN	NaN	C	9536	68,6	70,4	55	59,3600352	24,7154815	6620488,22	1051058,15	-79,8	309,7	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	77,4	20,6	-79,8	21,4	-79,8	21,4	157,8	-1,4	309,7	77,4	19,5	-79,8	19,5	-0,9	19,5	156,4	-1,2	132,3	77,4	22,2	-79,8	23,2	-79,0	23,2	155,7	-1,2	353,8	72,1	47,9	-75,8	46,2	-179,7	0,0	147,1	-1,2	0,0	77,4	11,1	-79,8	12,9	179,7	25,5	155,7	-1,4	227,9	77,4	20,6	-79,8	21,4	-79,8	21,4	157,8	-1,4	309,7	
173,0	1	172,0	1	173,0	21,6	158,5	-1,4	2000	NaN	NaN	C	9585	68,7	70,4	56	59,3600272	24,7154756	6620487,29	1051057,95	-79,0	303,1	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	77,4	20,7	-79,9	21,6	-79,0	21,6	158,5	-1,4	303,1	76,7	19,6	-79,0	19,6	-3,3	19,6	156,4	-1,3	127,9	76,7	22,5	-79,0	23,1	76,1	23,2	156,4	-1,3	354,7	72,7	48,0	-75,2	46,8	-179,7	0,0	147,1	-1,3	0,0	76,7	11,6	-79,2	13,1	179,8	25,0	156,4	-1,4	230,0	77,4	20,7	-79,9	21,6	-79,0	21,6	158,5	-1,4	303,1	
174,0	1	173,0	1	174,0	22,2	160,5	-1,5	2000	NaN	NaN	C	9647	68,7	70,4	55	59,3600170	24,7154681	6620486,10	1051057,69	-81,7	320,4	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	78,8	21,8	-83,0	21,9	-81,7	22,2	160,5	-1,5	320,4	78,6	19,8	-81,5	19,8	-3,9	19,8	160,3	-1,5	132,8	78,6	23,8	-81,7	23,7	-81,7	24,2	160,3	-1,5	388,1	74,6	49,7	-76,9	47,5	-179,5	0,0	151,0	-1,5	0,0	78,1	11,4	-81,7	13,3	179,8	26,6	159,7	-1,5	233,4	78,8	21,8	-83,0	21,9	-81,7	22,2	160,5	-1,5	320,4	
175,0	1	174,0	1	175,0	23,1	157,0	-1,6	2000	NaN	NaN	C	9696	68,7	70,4	56	59,3600101	24,7154631	6620485,30	1051057,52	-81,8	331,1	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	77,3	21,8	-81,8	23,1	-81,8	23,1	157,0	-1,6	331,1	77,3	20,7	-81,8	20,7	-2,8	20,7	156,9	-1,5	134,6	77,3	23,2	-81,8	25,3	-81,8	25,3	156,9	-1,5	397,6	73,3	49,2	-77,1	49,4	-179,5	0,0	149,8	-1,5	0,0	77,3	11,5	-81,8	14,2	179,7	27,2	156,9	-1,6	236,7	77,3	21,8	-81,8	23,1	-81,8	23,1	157,0	-1,6	331,1	
176,0	1	175,0	1	176,0	23,0	158,3	-1,6	2000	NaN	NaN	C	9745	68,7	70,4	56	59,3600022	24,7154572	6620484,37	1051057,32	-82,1	337,0	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	77,2	20,6	-82,1	23,0	-82,1	23,0	158,3	-1,6	337,0	76,6	20,0	-81,0	20,0	-4,5	20,0	157,5	-1,3	138,7	76,6	22,7	-81,7	25,0	-81,7	25,0	157,5	-1,3	406,4	70,6	49,3	-77,0	49,4	-179,6	0,0	148,2	-1,3	0,0	75,9	10,5	-82,1	13,9	179,6	26,8	157,5	-1,6	235,7	77,2	20,6	-82,1	23,0	-82,1	23,0	158,3	-1,6	337,0	
177,0	1	176,0	1	177,0	22,9	159,5	-1,6	2000	NaN	NaN	C	9801	68,8	70,4	56	59,3599930	24,7154506	6620483,30	1051057,09	-82,5	323,9	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	77,3	20,2	-82,5	22,9	-82,5	22,9	159,5	-1,6	323,9	77,3	19,7	-82,1	19,7	-3,3	19,7	158,9	-1,4	133,1	77,0	22,4	-82,2	25,0	-82,2	25,0	159,5	-1,4	397,1	70,3	48,9	-78,0	49,4	-179,4	0,0	148,7	-1,4	0,0	77,0	10,5	-82,2	14,1	179,5	26,6	159,5	-1,6	233,3	77,3	20,2	-82,5	22,9	-82,5	22,9	159,5	-1,6	323,9	
178,0	1	177,0	1	178,0	22,0	160,9	-1,6	2000	NaN	NaN	C	9850	68,7	70,4	56	59,3599851	24,7154448	6620482,37	1051056,90	-83,6	326,8	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	78,0	20,3	-83,6	22,0	-83,6	22,0	160,9	-1,6	326,8	76,7	19,8	-81,5	19,8	-0,4	19,8	158,9	-1,4	136,0	76,7	22,4	-83,6	24,0	-83,6	24,0	159,0	-1,4	398,3	69,3	48,5	-78,3	48,7	-179,3	0,0	147,7	-1,4	0,0	75,9	10,5	-83,6	13,3	179,7	25,9	158,4	-1,6	229,2	78,0	20,3	-83,6	22,0	-83,6	22,0	160,9	-1,6	326,8	
179,0	1	178,0	1	179,0	21,8	160,4	-1,7	2000	NaN	NaN	C	9906	68,7	70,4	55	59,3599759	24,7154381	6620481,31	1051056,67	-82,7	316,6	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	78,4	20,7	-83,1	21,6	-82,7	21,8	160,4	-1,7	316,6	78,4	19,4	-82,8	19,4	-2,4	19,4	160,4	-1,6	136,2	78,4	22,2	-82,7	23,2	-82,4	23,3	160,4	-1,6	365,5	72,4	48,3	-78,4	47,8	-179,3	0,0	150,5	-1,6	0,0	77,7	10,9	-82,8	13,3	179,6	25,5	160,4	-1,7	226,9	78,4	20,7	-83,1	21,6	-82,7	21,8	160,4	-1,7	316,6	
