ViaPPS produsert fil	: Filversjon 1.21
F.ID.	: Rosita_NO_001
ViaPPS software versjon	: 8.9.12.1

Rapportdato				: 26.03.2026 13:24:47
Filnavn					: PPS_Fy01_1_1_m00000-1_m00898_felt1___20260313-145521.txt
Mappe					: D:\ViaPPS_RBS\RAW_DATA\Fy001_1_hp1_f1_20260313-145521

ViaPPS opptakerversjon	: 8.5.6.0 - 01.06.2016 13:21:02

Sjåfør					: Egon
Bilnummer				: 
UtstyrsID				: VIATECH
Utstyrsmerknader		: 
Opptaksdato				: 13.03.2026 14:55:21
Formål					: 
Måleserienummer					: 1
Målingskommentarer		: 
Målingslengde			: 898
Værkommentarer			: 
Teksturlaserposisjon	: Y

Beregningsintervall [m]	: 1
Rettholt venstre [m]	: Bunnrettholt : -1,8[m]  Snorholt : -1,8[m]  Regresjonsholt : -1,8[m]
Rettholt høyre [m]		: Bunnrettholt :  1,8[m]  Snorholt :  1,8[m]  Regresjonsholt :  1,8[m]
Filter orden [punkter]	: 11
Profil snittlengde [m]	: 0,0
Metodefil versjon/dato	: Ikke tilgjengelig
Beregningskommentaer	: Beregningstype=CEN_13036_8, Midlingsalgoritme=ChebyshevFilter, AntallMidledeProfiler=1, Rettholtlengdetype=Fast lengde, Sporryggdeteksjon=Av
Kalibreringsdata	: Kalib.dato=19. juni 2025 09:11:30, Pulser=1203,835000, Rull=0,000000, Stamp=-0,033432, ScannerRull=-0,006738
Tverrfallskalibreringsdata	: 13. mars 2026 14:35:31
Sensormontasjedata1	: Imu=-1,60[m], ProfileScanner=-3,60[m], TeksturLaser=2,26[m]
Sensormontasjedata2	: GnssDx=-1,92[m], GnssDy=-0,28[m], GnssDz=-2,29[m]
Sensormontasjedata3	: GnssImuDx=-0,03[m], GnssImuDy=0,33[m], GnssImuDz=1,51[m]

Vegnett fylkesversjon			: 
Vegnett serverversjon			: 
Vegnett genereringsappliksajonsversjon	: 

Startposisjon:
Fylke			: 1
Veg				: 1
Strekning		: 1
Vegmeter		: 0
Kjørefelt		: 1
Stedsnavn		: 

Stopposisjon:
Fylke			: 1
Veg				: 1
Strekning		: 1
Vegmeter		: 898,730734351469
Kjørefelt		: 1
Stedsnavn		: 

Vegnettnoder
Nodenr	: Lengde [m]	: Fylke []	: Stedsnavn []	: Vegnavn []	: Hp []	: Fra Vegmeter [m]	: Til Vegmeter [m]	: 
Node0	: 898	: 1	: 	: 1	: 1	: -1	: 899

Justeringsnoder
Justeringnr	: Distanse [m]	: Justering [m]

Utkjørt meter [m]	Fra strekning []	Fra vegmeter [m]	Til strekning []	Til vegmeter [m]	Spordybde [mm]	Sporbredde [cm]	Tverrfall [%]	Kurveradius [m]	IRI [mm/m]	MPD [mm]	Beregningsmetode []	Tid [ms]	Hastighet [km/t]	Høyde [m]	Signalkvalitet [%]	Breddegrad [°]	Lengdegrad [°]	Sone 33V N [m]	Sone 33V Ø [m]	Sporposisjon [cm]	Areal [cm^2]	Pause []	Pos. asfalt kant [cm]	Pos. kantlinje [cm]	Type kantlinje []	Kval. kantlinje [%]	Pos. midtlinje [cm]	Type midtlinje []	Kval. midtlinje [%]	Pos. ekstra midtlinje [cm]	Type ekstra midtlinje []	Kval. ekstra midtlinje [%]	CEN 13036 Høyre sporposisjon [cm]	CEN 13036 Høyre spordybde [mm]	CEN 13036 Venstre sporposisjon [cm]	CEN 13036 Venstre spordybde [mm]	CEN 13036 Max sporposisjon [cm]	CEN 13036 Max spordybde [mm]	CEN 13036 Sporbredde [cm]	CEN 13036 Tverrfall [%]	CEN 13036 Areal [cm^2]	Bunn Høyre sporposisjon [cm]	Bunn Høyre spordybde [mm]	Bunn Venstre sporposisjon [cm]	Bunn Venstre spordybde [mm]	Bunn Max sporposisjon [cm]	Bunn Max spordybde [mm]	Bunn Sporbredde [cm]	Bunn Tverrfall [%]	Bunn Areal [cm^2]	Snor Høyre sporposisjon [cm]	Snor Høyre spordybde [mm]	Snor Venstre sporposisjon [cm]	Snor Venstre spordybde [mm]	Snor Max sporposisjon [cm]	Snor Max spordybde [mm]	Snor Sporbredde [cm]	Snor Tverrfall [%]	Snor Areal [cm^2]	Krum Høyre sporposisjon [cm]	Krum Høyre spordybde [mm]	Krum Venstre sporposisjon [cm]	Krum Venstre spordybde [mm]	Krum Max sporposisjon [cm]	Krum Max spordybde [mm]	Krum Sporbredde [cm]	Krum Tverrfall [%]	Krum Areal [cm^2]	Regresjon Høyre sporposisjon [cm]	Regresjon Høyre spordybde [mm]	Regresjon Venstre sporposisjon [cm]	Regresjon Venstre spordybde [mm]	Regresjon Max sporposisjon [cm]	Regresjon Max spordybde [mm]	Regresjon Sporbredde [cm]	Regresjon Tverrfall [%]	Regresjon Areal [cm^2]	Metode Høyre sporposisjon [cm]	Metode Høyre spordybde [mm]	Metode Venstre sporposisjon [cm]	Metode Venstre spordybde [mm]	Metode Max sporposisjon [cm]	Metode Max spordybde [mm]	Metode Sporbredde [cm]	Metode Tverrfall [%]	Metode Areal [cm^2]	
208,0	1	207,0	1	208,0	22,3	157,8	-1,6	2000	NaN	NaN	C	11718	67,6	71,0	55	59,3597353	24,7152659	6620453,27	1051050,86	-100,5	351,0	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	56,1	21,4	-102,4	22,2	-100,5	22,3	157,8	-1,6	351,0	55,4	20,1	-100,5	20,1	-27,0	20,1	156,0	-1,6	135,8	55,4	24,0	-100,5	24,5	-99,2	24,8	156,0	-1,6	436,3	51,6	53,5	-94,9	46,8	-179,7	0,0	145,6	-1,6	0,0	55,4	12,0	-100,5	12,0	-172,3	25,1	156,0	-1,6	244,0	56,1	21,4	-102,4	22,2	-100,5	22,3	157,8	-1,6	351,0	
209,0	1	208,0	1	209,0	23,0	159,7	-1,6	2000	NaN	NaN	C	11766	67,6	71,0	55	59,3597275	24,7152601	6620452,35	1051050,67	-101,8	335,7	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	57,9	21,0	-101,8	23,0	-101,8	23,0	159,7	-1,6	335,7	57,9	20,3	-101,8	20,3	-29,3	20,3	159,7	-1,5	142,9	56,6	23,7	-101,8	25,3	-101,8	25,3	157,8	-1,5	423,4	50,3	52,8	-95,5	47,4	-179,6	0,0	146,4	-1,5	0,0	56,6	11,7	-101,8	12,5	-176,1	25,7	157,8	-1,6	245,3	57,9	21,0	-101,8	23,0	-101,8	23,0	159,7	-1,6	335,7	
210,0	1	209,0	1	210,0	22,6	161,7	-1,7	2000	NaN	NaN	C	11814	67,8	71,0	55	59,3597207	24,7152551	6620451,56	1051050,50	-103,3	342,5	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	57,9	21,4	-103,3	22,5	-103,3	22,6	161,7	-1,7	342,5	57,9	19,8	-101,3	19,8	-23,4	19,8	159,1	-1,6	143,3	56,6	24,3	-101,3	24,4	-100,6	24,9	157,9	-1,6	428,7	51,6	53,7	-97,7	46,9	-179,6	0,0	150,5	-1,6	0,0	57,9	12,1	-101,3	12,1	-174,5	25,2	158,5	-1,7	244,3	57,9	21,4	-103,3	22,5	-103,3	22,6	161,7	-1,7	342,5	
211,0	1	210,0	1	211,0	22,7	159,2	-1,7	2000	NaN	NaN	C	11870	67,9	71,0	55	59,3597117	24,7152486	6620450,51	1051050,27	52,6	350,8	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	56,3	22,6	-102,0	22,6	52,6	22,7	159,2	-1,7	350,8	55,0	20,4	-101,3	20,4	-24,6	20,4	156,4	-1,7	137,9	55,0	25,3	-101,3	25,0	53,4	25,5	156,4	-1,7	437,0	50,0	54,7	-96,8	47,3	-179,7	0,0	146,4	-1,7	0,0	55,0	13,0	-101,3	12,1	-172,7	25,6	156,4	-1,7	250,2	56,3	22,6	-102,0	22,6	52,6	22,7	159,2	-1,7	350,8	
212,0	1	211,0	1	212,0	22,7	158,4	-1,7	2000	NaN	NaN	C	11925	67,9	71,0	55	59,3597027	24,7152420	6620449,46	1051050,05	-102,6	345,5	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	54,4	21,5	-102,7	22,6	-102,6	22,7	158,4	-1,7	345,5	54,4	20,0	-102,7	20,0	-25,5	20,0	158,2	-1,7	136,3	54,4	24,1	-102,7	24,4	-102,6	24,8	158,2	-1,7	419,6	49,4	53,5	-97,1	46,6	-179,6	0,0	146,8	-1,7	0,0	54,4	12,2	-102,7	12,1	-176,3	25,3	158,2	-1,7	247,5	54,4	21,5	-102,7	22,6	-102,6	22,7	158,4	-1,7	345,5	
213,0	1	212,0	1	213,0	22,5	159,3	-1,8	2000	NaN	NaN	C	11980	67,9	71,0	55	59,3596937	24,7152355	6620448,41	1051049,82	-102,6	334,7	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	56,1	20,6	-103,0	22,5	-102,6	22,5	159,3	-1,8	334,7	55,4	20,2	-102,3	20,2	-24,5	20,2	157,1	-1,8	136,5	55,4	22,6	-102,3	24,4	-101,9	24,4	157,6	-1,8	392,6	49,8	52,1	-96,4	46,4	-179,6	0,0	146,0	-1,8	0,0	55,4	11,7	-102,3	12,3	-176,4	25,0	157,6	-1,8	235,2	56,1	20,6	-103,0	22,5	-102,6	22,5	159,3	-1,8	334,7	
214,0	1	213,0	1	214,0	22,8	159,5	-1,8	2000	NaN	NaN	C	12029	67,9	71,0	55	59,3596869	24,7152305	6620447,63	1051049,65	-104,1	325,0	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	54,8	20,5	-104,1	22,8	-104,1	22,8	159,5	-1,8	325,0	54,8	19,9	-104,0	19,9	-22,8	19,9	158,8	-1,8	135,6	54,8	22,1	-104,0	24,6	-104,0	24,6	158,9	-1,8	395,5	50,5	51,6	-98,4	46,2	-179,6	0,0	148,5	-1,8	0,0	54,8	11,6	-104,0	12,4	-174,7	25,2	158,9	-1,8	233,6	54,8	20,5	-104,1	22,8	-104,1	22,8	159,5	-1,8	325,0	
215,0	1	214,0	1	215,0	21,7	159,1	-1,8	2000	NaN	NaN	C	12078	67,9	71,0	55	59,3596791	24,7152247	6620446,70	1051049,45	-105,6	325,9	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	52,9	20,7	-106,3	21,7	-105,6	21,7	159,1	-1,8	325,9	52,9	19,6	-105,6	19,6	-32,9	19,6	158,5	-1,8	135,1	52,9	22,8	-105,6	23,1	-104,9	23,2	158,5	-1,8	390,6	49,7	52,1	-99,1	44,7	-179,2	0,0	146,9	-1,8	0,0	52,9	11,8	-105,4	11,5	-175,3	23,5	158,6	-1,8	231,4	52,9	20,7	-106,3	21,7	-105,6	21,7	159,1	-1,8	325,9	
216,0	1	215,0	1	216,0	20,9	161,9	-1,8	2000	NaN	NaN	C	12133	67,9	71,0	55	59,3596700	24,7152180	6620445,65	1051049,23	-24,4	318,9	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	56,0	20,6	-105,2	20,3	-24,4	20,9	161,9	-1,8	318,9	55,7	18,6	-103,9	18,6	-26,4	18,6	159,8	-1,9	130,5	55,7	22,6	-103,9	22,3	53,2	22,9	159,8	-1,9	382,3	49,7	51,9	-99,4	43,9	-179,4	0,0	148,6	-1,9	0,0	55,7	11,9	-103,9	10,6	-176,0	23,4	159,8	-1,8	226,7	56,0	20,6	-105,2	20,3	-24,4	20,9	161,9	-1,8	318,9	
217,0	1	216,0	1	217,0	21,1	158,2	-1,9	2000	NaN	NaN	C	12189	68,0	71,0	55	59,3596610	24,7152114	6620444,60	1051049,00	51,3	323,1	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	53,9	20,6	-104,4	20,5	51,3	21,1	158,2	-1,9	323,1	52,0	19,0	-104,4	19,0	-27,3	19,0	156,7	-1,9	131,3	53,9	22,8	-104,4	22,1	52,6	22,9	157,3	-1,9	389,2	47,9	52,5	-98,9	44,1	-179,3	0,0	146,8	-1,9	0,0	53,9	11,7	-104,4	10,7	-174,6	23,5	157,3	-1,9	227,4	53,9	20,6	-104,4	20,5	51,3	21,1	158,2	-1,9	323,1	
218,0	1	217,0	1	218,0	21,0	158,5	-1,8	2000	NaN	NaN	C	12238	68,0	71,0	56	59,3596531	24,7152056	6620443,68	1051048,80	-105,4	319,0	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	53,0	20,6	-105,4	20,7	-105,4	21,0	158,5	-1,8	319,0	52,9	18,6	-105,4	18,6	-22,2	18,6	158,5	-1,9	128,8	52,9	23,0	-105,4	22,6	49,2	23,0	158,5	-1,9	389,7	47,9	52,7	-97,7	44,1	-179,7	0,0	146,1	-1,9	0,0	52,9	12,0	-105,4	10,8	-176,9	24,1	158,5	-1,8	231,3	53,0	20,6	-105,4	20,7	-105,4	21,0	158,5	-1,8	319,0	
219,0	1	218,0	1	219,0	20,8	157,3	-1,7	2000	NaN	NaN	C	12294	68,0	71,0	55	59,3596452	24,7151998	6620442,76	1051048,60	-103,1	318,1	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	53,2	20,5	-103,5	20,8	-103,1	20,8	157,3	-1,7	318,1	52,5	18,7	-103,5	18,7	-26,7	18,7	155,5	-1,8	126,9	52,5	23,1	-103,5	22,7	51,9	23,1	155,5	-1,8	390,4	48,5	52,6	-98,0	44,5	-179,6	0,0	146,0	-1,8	0,0	52,5	12,0	-103,5	10,8	-175,8	24,4	155,5	-1,7	230,9	53,2	20,5	-103,5	20,8	-103,1	20,8	157,3	-1,7	318,1	
220,0	1	219,0	1	220,0	21,6	158,2	-1,7	2000	NaN	NaN	C	12350	68,0	71,0	55	59,3596362	24,7151932	6620441,71	1051048,37	-104,9	333,0	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	52,8	21,1	-106,1	21,6	-104,9	21,6	158,2	-1,7	333,0	52,2	19,4	-105,9	19,4	-29,7	19,4	157,6	-1,8	133,2	52,2	23,9	-105,5	23,7	-29,1	24,5	157,6	-1,8	410,0	46,3	53,5	-100,5	45,3	-179,8	0,0	147,0	-1,8	0,0	52,2	12,2	-105,5	11,4	-178,0	25,2	157,6	-1,7	239,8	52,8	21,1	-106,1	21,6	-104,9	21,6	158,2	-1,7	333,0	
221,0	1	220,0	1	221,0	21,6	159,3	-1,7	2000	NaN	NaN	C	12399	68,0	71,0	55	59,3596283	24,7151874	6620440,78	1051048,18	46,0	334,5	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	52,3	21,4	-106,3	20,9	46,0	21,6	159,3	-1,7	334,5	52,3	19,0	-104,8	19,0	-28,7	19,0	157,1	-1,8	128,0	52,3	23,9	-104,8	23,5	47,9	24,1	157,1	-1,8	412,4	46,0	53,8	-99,2	44,7	-179,2	0,0	144,5	-1,8	0,0	52,3	12,5	-104,5	10,7	-175,0	25,5	154,2	-1,7	234,5	52,3	21,4	-106,3	20,9	46,0	21,6	159,3	-1,7	334,5	
222,0	1	221,0	1	222,0	21,6	157,5	-1,6	2000	NaN	NaN	C	12455	68,0	71,0	56	59,3596193	24,7151808	6620439,73	1051047,95	49,4	336,4	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	51,3	21,2	-106,2	21,1	49,4	21,6	157,5	-1,6	336,4	51,3	19,8	-105,2	19,8	-25,1	19,8	157,5	-1,6	135,2	50,7	23,3	-104,5	22,6	48,5	23,6	155,4	-1,6	387,8	46,9	53,0	-100,9	44,0	-179,8	0,0	146,2	-1,6	0,0	51,3	12,3	-104,5	11,0	-177,0	24,2	157,5	-1,6	236,1	51,3	21,2	-106,2	21,1	49,4	21,6	157,5	-1,6	336,4	
223,0	1	222,0	1	223,0	21,2	157,6	-1,5	2000	NaN	NaN	C	12504	68,1	71,0	55	59,3596114	24,7151750	6620438,81	1051047,75	-103,5	330,5	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	52,3	20,5	-105,5	21,1	-103,5	21,2	157,6	-1,5	330,5	50,4	19,4	-104,8	19,4	-27,5	19,4	157,6	-1,6	136,7	52,3	22,5	-104,8	22,6	49,7	22,9	157,6	-1,6	389,5	47,2	52,2	-99,0	44,3	-179,7	0,0	145,6	-1,6	0,0	52,3	11,8	-104,7	11,0	-176,9	23,7	157,6	-1,5	231,5	52,3	20,5	-105,5	21,1	-103,5	21,2	157,6	-1,5	330,5	
224,0	1	223,0	1	224,0	21,4	158,1	-1,5	2000	NaN	NaN	C	12560	68,1	71,0	55	59,3596024	24,7151683	6620437,76	1051047,52	-26,8	335,0	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	53,5	21,0	-105,4	21,3	-26,8	21,4	158,1	-1,5	335,0	52,2	19,5	-104,8	19,5	-29,0	19,5	157,0	-1,5	133,0	52,2	22,9	-104,8	22,9	49,8	23,2	157,0	-1,5	397,7	47,3	52,4	-100,3	44,2	-179,2	0,0	147,6	-1,5	0,0	52,2	11,9	-104,8	11,0	-176,0	24,0	157,0	-1,5	230,7	53,5	21,0	-105,4	21,3	-26,8	21,4	158,1	-1,5	335,0	
225,0	1	224,0	1	225,0	21,3	162,2	-1,6	2000	NaN	NaN	C	12616	68,1	71,0	56	59,3595934	24,7151617	6620436,70	1051047,29	-27,0	330,9	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	55,4	20,9	-106,3	21,0	-27,0	21,3	162,2	-1,6	330,9	54,4	19,1	-105,5	19,1	-27,6	19,1	158,1	-1,6	134,6	54,4	23,2	-105,4	22,7	51,0	23,2	157,6	-1,6	400,0	50,3	52,3	-99,2	44,6	-179,3	0,0	149,1	-1,6	0,0	54,4	12,0	-105,4	10,7	-178,2	24,5	157,9	-1,6	230,7	55,4	20,9	-106,3	21,0	-27,0	21,3	162,2	-1,6	330,9	
226,0	1	225,0	1	226,0	20,7	161,1	-1,5	2000	NaN	NaN	C	12664	68,1	71,0	56	59,3595866	24,7151567	6620435,91	1051047,12	52,8	323,7	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	52,9	20,6	-107,2	20,1	52,8	20,7	161,1	-1,5	323,7	52,2	18,5	-107,1	18,5	-24,6	18,5	160,4	-1,6	129,5	52,2	23,1	-107,0	22,5	52,2	23,1	159,4	-1,6	391,5	49,1	52,3	-100,5	44,0	-179,3	0,0	149,3	-1,6	0,0	52,2	11,8	-106,8	10,5	-177,2	24,2	159,4	-1,5	226,7	52,9	20,6	-107,2	20,1	52,8	20,7	161,1	-1,5	323,7	
227,0	1	226,0	1	227,0	21,0	160,4	-1,5	2000	NaN	NaN	C	12713	68,1	71,0	56	59,3595787	24,7151509	6620434,99	1051046,92	47,9	329,2	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	54,2	21,0	-106,8	20,8	47,9	21,0	160,4	-1,5	329,2	54,1	19,2	-106,6	19,2	-25,2	19,2	160,4	-1,6	134,1	54,1	22,9	-106,6	22,5	51,0	23,2	160,4	-1,6	392,1	46,6	52,6	-101,2	43,8	-179,4	0,0	147,2	-1,6	0,0	54,1	11,8	-106,3	10,6	-177,2	24,0	160,4	-1,5	228,8	54,2	21,0	-106,8	20,8	47,9	21,0	160,4	-1,5	329,2	
228,0	1	227,0	1	228,0	21,3	161,0	-1,5	2000	NaN	NaN	C	12769	68,1	71,0	56	59,3595696	24,7151442	6620433,93	1051046,70	-27,0	325,9	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	53,6	21,1	-107,1	21,0	-27,0	21,3	161,0	-1,5	325,9	52,9	19,2	-106,4	19,2	-27,3	19,2	160,1	-1,7	133,8	52,9	23,7	-106,4	22,9	52,9	23,7	160,1	-1,7	399,0	47,6	53,2	-101,5	43,8	-179,4	0,0	148,8	-1,7	0,0	52,9	12,2	-106,4	11,1	-178,6	24,5	160,1	-1,5	232,7	53,6	21,1	-107,1	21,0	-27,0	21,3	161,0	-1,5	325,9	
229,0	1	228,0	1	229,0	21,7	159,3	-1,8	2000	NaN	NaN	C	12825	68,1	71,0	56	59,3595606	24,7151376	6620432,88	1051046,47	52,9	328,0	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	53,5	21,7	-106,0	20,1	52,9	21,7	159,3	-1,8	328,0	50,7	19,0	-106,0	19,0	-27,9	19,0	158,1	-1,9	129,9	51,0	24,1	-105,3	22,2	51,0	24,1	157,3	-1,9	408,9	48,5	53,3	-99,6	43,7	-179,4	0,0	148,5	-1,9	0,0	51,0	12,6	-105,0	10,1	-177,0	25,0	157,3	-1,8	231,3	53,5	21,7	-106,0	20,1	52,9	21,7	159,3	-1,8	328,0	
230,0	1	229,0	1	230,0	21,2	160,6	-1,8	2000	NaN	NaN	C	12880	68,2	71,0	56	59,3595515	24,7151310	6620431,82	1051046,24	51,9	325,6	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	54,1	21,1	-106,9	20,4	51,9	21,2	160,6	-1,8	325,6	51,3	19,0	-106,2	19,0	-31,2	19,0	157,8	-2,0	131,4	51,3	23,8	-105,8	22,3	50,7	23,8	157,2	-2,0	398,3	49,1	53,3	-100,0	43,7	-179,3	0,0	148,8	-2,0	0,0	51,6	12,5	-105,5	10,3	-174,7	25,2	158,1	-1,8	231,6	54,1	21,1	-106,9	20,4	51,9	21,2	160,6	-1,8	325,6	
231,0	1	230,0	1	231,0	21,4	160,8	-2,0	2000	NaN	NaN	C	12929	68,2	71,0	56	59,3595447	24,7151260	6620431,03	1051046,07	52,3	326,7	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	52,3	21,4	-108,5	20,6	52,3	21,4	160,8	-2,0	326,7	52,3	18,9	-108,5	18,9	-30,6	18,9	160,1	-2,1	137,1	52,3	23,7	-108,5	22,6	52,3	23,7	159,2	-2,1	406,3	47,9	53,3	-100,5	43,9	-179,4	0,0	148,3	-2,1	0,0	52,3	12,6	-105,7	10,4	-177,0	25,0	159,2	-2,0	234,2	52,3	21,4	-108,5	20,6	52,3	21,4	160,8	-2,0	326,7	
232,0	1	231,0	1	232,0	22,2	161,1	-2,1	2000	NaN	NaN	C	12977	68,2	71,0	55	59,3595368	24,7151202	6620430,10	1051045,87	53,5	339,9	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	53,5	22,2	-107,8	20,9	53,5	22,2	161,1	-2,1	339,9	51,7	19,2	-107,2	19,2	-29,3	19,2	159,2	-2,2	134,5	52,9	24,9	-106,3	23,1	52,9	24,9	159,3	-2,2	425,4	48,6	54,2	-100,4	44,6	-179,8	0,0	147,7	-2,2	0,0	52,9	13,0	-106,2	10,6	-176,1	26,2	159,3	-2,1	239,9	53,5	22,2	-107,8	20,9	53,5	22,2	161,1	-2,1	339,9	
233,0	1	232,0	1	233,0	21,8	162,2	-2,1	2000	NaN	NaN	C	13033	68,2	71,0	56	59,3595277	24,7151136	6620429,05	1051045,65	54,8	344,9	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	54,8	21,8	-108,0	21,0	54,8	21,8	162,2	-2,1	344,9	53,3	19,1	-108,0	19,1	-25,2	19,1	161,9	-2,3	138,9	54,4	24,9	-108,0	22,9	54,4	24,9	162,2	-2,3	431,8	48,5	54,4	-101,6	44,2	-179,7	0,0	149,4	-2,3	0,0	54,4	12,6	-107,8	10,5	-176,9	25,7	161,9	-2,1	237,6	54,8	21,8	-108,0	21,0	54,8	21,8	162,2	-2,1	344,9	
234,0	1	233,0	1	234,0	22,3	160,8	-2,0	2000	NaN	NaN	C	13088	68,2	71,0	56	59,3595186	24,7151070	6620427,99	1051045,42	53,8	346,3	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	53,8	22,3	-106,4	21,3	53,8	22,3	160,8	-2,0	346,3	50,4	19,4	-105,7	19,4	-27,6	19,4	157,0	-2,1	130,9	51,3	25,1	-105,7	23,6	51,3	25,1	157,0	-2,1	434,5	47,9	54,5	-100,4	45,0	-179,4	0,0	148,1	-2,1	0,0	53,5	13,0	-105,7	10,7	-177,1	25,7	159,4	-2,0	241,2	53,8	22,3	-106,4	21,3	53,8	22,3	160,8	-2,0	346,3	
235,0	1	234,0	1	235,0	21,9	156,7	-2,0	2000	NaN	NaN	C	13143	68,3	71,0	56	59,3595107	24,7151012	6620427,06	1051045,23	-105,6	342,2	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	50,7	21,6	-107,1	21,7	-105,6	21,9	156,7	-2,0	342,2	50,4	19,5	-107,0	19,5	-27,6	19,5	155,6	-2,1	132,4	50,4	24,5	-107,0	23,9	50,4	24,5	155,5	-2,1	429,2	45,7	54,0	-100,3	45,3	-179,6	0,0	146,3	-2,1	0,0	50,4	12,4	-107,0	11,0	-176,6	25,7	155,5	-2,0	237,9	50,7	21,6	-107,1	21,7	-105,6	21,9	156,7	-2,0	342,2	
236,0	1	235,0	1	236,0	22,4	160,2	-2,0	2000	NaN	NaN	C	13191	68,3	71,0	56	59,3595027	24,7150955	6620426,13	1051045,03	49,8	347,7	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	51,7	21,9	-107,8	22,0	49,8	22,4	160,2	-2,0	347,7	51,0	19,8	-107,5	19,8	-26,4	19,8	157,3	-2,0	131,3	51,1	24,7	-107,5	23,9	51,1	24,7	158,7	-2,0	424,7	49,8	54,2	-101,8	45,1	-179,7	0,0	151,5	-2,0	0,0	51,1	12,7	-107,5	11,3	-177,6	25,5	159,0	-2,0	240,0	51,7	21,9	-107,8	22,0	49,8	22,4	160,2	-2,0	347,7	
237,0	1	236,0	1	237,0	22,5	158,8	-1,9	2000	NaN	NaN	C	13240	68,3	71,0	56	59,3594948	24,7150897	6620425,21	1051044,83	-107,2	336,6	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	52,2	20,8	-107,2	22,5	-107,2	22,5	158,8	-1,9	336,6	52,2	19,8	-106,3	19,8	-28,2	19,8	158,6	-1,9	136,7	52,2	23,1	-106,3	23,9	-106,3	23,9	158,6	-1,9	408,8	48,5	52,4	-103,2	45,2	-179,6	0,0	150,6	-1,9	0,0	52,2	11,8	-106,3	12,0	-177,6	24,3	158,6	-1,9	236,4	52,2	20,8	-107,2	22,5	-107,2	22,5	158,8	-1,9	336,6	
238,0	1	237,0	1	238,0	22,5	156,7	-2,0	2000	NaN	NaN	C	13295	68,3	71,0	56	59,3594857	24,7150830	6620424,15	1051044,61	-105,9	345,3	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	50,4	21,5	-106,6	22,4	-105,9	22,5	156,7	-2,0	345,3	50,4	20,4	-106,2	20,4	-28,2	20,4	156,3	-2,0	142,4	50,4	23,6	-106,2	23,8	-105,9	24,1	156,3	-2,0	412,0	47,5	53,0	-101,3	45,1	-179,6	0,0	148,4	-2,0	0,0	50,4	12,4	-106,2	11,4	-177,5	25,2	156,3	-2,0	236,2	50,4	21,5	-106,6	22,4	-105,9	22,5	156,7	-2,0	345,3	
239,0	1	238,0	1	239,0	22,2	158,3	-2,0	2000	NaN	NaN	C	13350	68,3	71,0	56	59,3594778	24,7150773	6620423,22	1051044,41	-104,0	340,1	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	52,5	21,4	-105,6	21,8	-104,0	22,2	158,3	-2,0	340,1	52,2	20,5	-105,6	20,5	-27,0	20,5	157,2	-2,0	145,1	52,2	23,1	-105,6	23,4	-28,7	23,4	157,2	-2,0	396,4	45,7	52,5	-100,5	44,9	-179,7	0,0	148,0	-2,0	0,0	52,2	12,4	-105,6	11,3	-177,1	25,0	157,2	-2,0	231,3	52,5	21,4	-105,6	21,8	-104,0	22,2	158,3	-2,0	340,1	
