ViaPPS produsert fil	: Filversjon 1.21
F.ID.	: Rosita_NO_001
ViaPPS software versjon	: 8.9.12.1

Rapportdato				: 26.03.2026 13:24:47
Filnavn					: PPS_Fy01_1_1_m00000-1_m00901_felt1___20260313-145014.txt
Mappe					: D:\ViaPPS_RBS\RAW_DATA\Fy001_1_hp1_f1_20260313-145014

ViaPPS opptakerversjon	: 8.5.6.0 - 01.06.2016 13:21:02

Sjåfør					: Egon
Bilnummer				: 
UtstyrsID				: VIATECH
Utstyrsmerknader		: 
Opptaksdato				: 13.03.2026 14:50:14
Formål					: 
Måleserienummer					: 1
Målingskommentarer		: 
Målingslengde			: 901
Værkommentarer			: 
Teksturlaserposisjon	: Y

Beregningsintervall [m]	: 1
Rettholt venstre [m]	: Bunnrettholt : -1,8[m]  Snorholt : -1,8[m]  Regresjonsholt : -1,8[m]
Rettholt høyre [m]		: Bunnrettholt :  1,8[m]  Snorholt :  1,8[m]  Regresjonsholt :  1,8[m]
Filter orden [punkter]	: 11
Profil snittlengde [m]	: 0,0
Metodefil versjon/dato	: Ikke tilgjengelig
Beregningskommentaer	: Beregningstype=CEN_13036_8, Midlingsalgoritme=ChebyshevFilter, AntallMidledeProfiler=1, Rettholtlengdetype=Fast lengde, Sporryggdeteksjon=Av
Kalibreringsdata	: Kalib.dato=19. juni 2025 09:11:30, Pulser=1203,835000, Rull=0,000000, Stamp=-0,033432, ScannerRull=-0,006738
Tverrfallskalibreringsdata	: 13. mars 2026 14:35:31
Sensormontasjedata1	: Imu=-1,60[m], ProfileScanner=-3,60[m], TeksturLaser=2,26[m]
Sensormontasjedata2	: GnssDx=-1,92[m], GnssDy=-0,28[m], GnssDz=-2,29[m]
Sensormontasjedata3	: GnssImuDx=-0,03[m], GnssImuDy=0,33[m], GnssImuDz=1,51[m]

Vegnett fylkesversjon			: 
Vegnett serverversjon			: 
Vegnett genereringsappliksajonsversjon	: 

Startposisjon:
Fylke			: 1
Veg				: 1
Strekning		: 1
Vegmeter		: 0
Kjørefelt		: 1
Stedsnavn		: 

Stopposisjon:
Fylke			: 1
Veg				: 1
Strekning		: 1
Vegmeter		: 901,104582542458
Kjørefelt		: 1
Stedsnavn		: 

Vegnettnoder
Nodenr	: Lengde [m]	: Fylke []	: Stedsnavn []	: Vegnavn []	: Hp []	: Fra Vegmeter [m]	: Til Vegmeter [m]	: 
Node0	: 900	: 1	: 	: 1	: 1	: -1	: 902

Justeringsnoder
Justeringnr	: Distanse [m]	: Justering [m]

Utkjørt meter [m]	Fra strekning []	Fra vegmeter [m]	Til strekning []	Til vegmeter [m]	Spordybde [mm]	Sporbredde [cm]	Tverrfall [%]	Kurveradius [m]	IRI [mm/m]	MPD [mm]	Beregningsmetode []	Tid [ms]	Hastighet [km/t]	Høyde [m]	Signalkvalitet [%]	Breddegrad [°]	Lengdegrad [°]	Sone 33V N [m]	Sone 33V Ø [m]	Sporposisjon [cm]	Areal [cm^2]	Pause []	Pos. asfalt kant [cm]	Pos. kantlinje [cm]	Type kantlinje []	Kval. kantlinje [%]	Pos. midtlinje [cm]	Type midtlinje []	Kval. midtlinje [%]	Pos. ekstra midtlinje [cm]	Type ekstra midtlinje []	Kval. ekstra midtlinje [%]	CEN 13036 Høyre sporposisjon [cm]	CEN 13036 Høyre spordybde [mm]	CEN 13036 Venstre sporposisjon [cm]	CEN 13036 Venstre spordybde [mm]	CEN 13036 Max sporposisjon [cm]	CEN 13036 Max spordybde [mm]	CEN 13036 Sporbredde [cm]	CEN 13036 Tverrfall [%]	CEN 13036 Areal [cm^2]	Bunn Høyre sporposisjon [cm]	Bunn Høyre spordybde [mm]	Bunn Venstre sporposisjon [cm]	Bunn Venstre spordybde [mm]	Bunn Max sporposisjon [cm]	Bunn Max spordybde [mm]	Bunn Sporbredde [cm]	Bunn Tverrfall [%]	Bunn Areal [cm^2]	Snor Høyre sporposisjon [cm]	Snor Høyre spordybde [mm]	Snor Venstre sporposisjon [cm]	Snor Venstre spordybde [mm]	Snor Max sporposisjon [cm]	Snor Max spordybde [mm]	Snor Sporbredde [cm]	Snor Tverrfall [%]	Snor Areal [cm^2]	Krum Høyre sporposisjon [cm]	Krum Høyre spordybde [mm]	Krum Venstre sporposisjon [cm]	Krum Venstre spordybde [mm]	Krum Max sporposisjon [cm]	Krum Max spordybde [mm]	Krum Sporbredde [cm]	Krum Tverrfall [%]	Krum Areal [cm^2]	Regresjon Høyre sporposisjon [cm]	Regresjon Høyre spordybde [mm]	Regresjon Venstre sporposisjon [cm]	Regresjon Venstre spordybde [mm]	Regresjon Max sporposisjon [cm]	Regresjon Max spordybde [mm]	Regresjon Sporbredde [cm]	Regresjon Tverrfall [%]	Regresjon Areal [cm^2]	Metode Høyre sporposisjon [cm]	Metode Høyre spordybde [mm]	Metode Venstre sporposisjon [cm]	Metode Venstre spordybde [mm]	Metode Max sporposisjon [cm]	Metode Max spordybde [mm]	Metode Sporbredde [cm]	Metode Tverrfall [%]	Metode Areal [cm^2]	
437,0	1	436,0	1	437,0	22,5	161,2	-2,0	2000	NaN	NaN	C	25149	68,8	69,6	56	59,3578264	24,7138837	6620230,69	1051003,92	-70,2	313,9	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	90,9	19,0	-70,2	22,5	-70,2	22,5	161,2	-2,0	313,9	90,9	18,5	-68,3	18,5	3,2	18,5	159,8	-1,8	133,6	90,9	21,4	-69,5	25,2	-69,5	25,2	161,2	-1,8	408,8	82,6	45,8	-64,3	52,1	-179,8	0,0	147,0	-1,8	0,0	90,9	9,6	-69,5	13,6	178,3	26,2	161,2	-2,0	223,3	90,9	19,0	-70,2	22,5	-70,2	22,5	161,2	-2,0	313,9	
438,0	1	437,0	1	438,0	22,0	160,4	-2,0	2000	NaN	NaN	C	25206	68,8	69,6	56	59,3578172	24,7138771	6620229,62	1051003,70	-67,0	327,4	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	92,2	20,4	-67,9	22,0	-67,0	22,0	160,4	-2,0	327,4	91,9	18,2	-66,6	18,2	-0,1	18,2	159,2	-1,8	124,2	91,5	23,8	-66,9	25,8	-66,9	25,8	158,2	-1,8	441,9	83,7	48,2	-63,7	53,0	-179,3	0,0	146,9	-1,8	0,0	90,6	9,9	-66,9	13,4	179,2	27,5	157,8	-2,0	225,0	92,2	20,4	-67,9	22,0	-67,0	22,0	160,4	-2,0	327,4	
439,0	1	438,0	1	439,0	21,5	162,4	-2,0	2000	NaN	NaN	C	25255	68,8	69,6	56	59,3578092	24,7138714	6620228,69	1051003,51	-70,1	325,3	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	91,7	19,8	-70,1	21,5	-70,1	21,5	162,4	-2,0	325,3	91,7	17,9	-66,8	17,9	3,8	17,9	159,0	-1,7	119,1	89,6	22,9	-68,8	24,9	-68,8	24,9	159,7	-1,7	430,3	86,1	46,9	-63,1	51,7	-179,8	0,0	149,8	-1,7	0,0	89,6	9,8	-68,8	13,1	179,0	26,8	159,7	-2,0	221,7	91,7	19,8	-70,1	21,5	-70,1	21,5	162,4	-2,0	325,3	
440,0	1	439,0	1	440,0	20,7	162,9	-2,0	2000	NaN	NaN	C	25311	68,8	69,6	56	59,3578001	24,7138648	6620227,62	1051003,29	-67,4	304,2	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	95,0	18,8	-67,4	20,7	-67,4	20,7	162,9	-2,0	304,2	94,0	16,8	-66,5	16,8	7,0	16,8	160,2	-1,8	113,2	93,7	21,9	-66,5	24,0	-65,9	24,1	159,0	-1,8	402,8	84,0	45,4	-62,6	50,7	-179,4	0,0	147,3	-1,8	0,0	92,4	9,5	-67,1	12,6	179,4	25,5	159,2	-2,0	213,4	95,0	18,8	-67,4	20,7	-67,4	20,7	162,9	-2,0	304,2	
441,0	1	440,0	1	441,0	20,9	161,9	-2,0	2000	NaN	NaN	C	25368	68,8	69,6	56	59,3577921	24,7138591	6620226,69	1051003,09	-68,2	308,1	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	93,7	19,1	-68,2	20,9	-68,2	20,9	161,9	-2,0	308,1	93,0	17,3	-67,2	17,3	9,9	17,3	159,6	-1,8	116,8	91,7	22,2	-67,2	24,4	-67,2	24,4	158,6	-1,8	420,5	86,1	46,3	-62,9	51,3	-179,5	0,0	149,2	-1,8	0,0	91,7	9,8	-67,8	12,9	179,3	26,2	159,1	-2,0	212,0	93,7	19,1	-68,2	20,9	-68,2	20,9	161,9	-2,0	308,1	
442,0	1	441,0	1	442,0	21,2	160,6	-2,1	2000	NaN	NaN	C	25417	68,8	69,6	56	59,3577840	24,7138533	6620225,75	1051002,90	-68,2	324,6	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	93,0	20,1	-68,2	21,0	-68,2	21,2	160,6	-2,1	324,6	91,1	17,3	-65,0	17,3	5,5	17,3	156,8	-1,8	108,9	90,9	23,5	-65,0	24,8	-65,0	24,8	158,2	-1,8	433,3	85,9	47,2	-63,6	51,2	-179,2	0,0	149,6	-1,8	0,0	90,9	9,6	-66,9	12,8	179,4	27,5	159,0	-2,1	221,5	93,0	20,1	-68,2	21,0	-68,2	21,2	160,6	-2,1	324,6	
443,0	1	442,0	1	443,0	21,8	162,6	-2,1	2000	NaN	NaN	C	25466	68,9	69,6	56	59,3577760	24,7138475	6620224,82	1051002,70	-68,7	324,3	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	94,4	19,9	-68,7	21,8	-68,7	21,8	162,6	-2,1	324,3	94,4	18,0	-66,3	18,0	11,4	18,0	159,3	-1,9	120,1	94,4	22,7	-67,4	25,1	-67,4	25,1	159,9	-1,9	423,1	84,7	46,7	-64,7	51,5	-179,8	0,0	148,8	-1,9	0,0	93,0	9,6	-67,4	13,4	179,4	27,8	159,3	-2,1	217,8	94,4	19,9	-68,7	21,8	-68,7	21,8	162,6	-2,1	324,3	
444,0	1	443,0	1	444,0	20,8	162,6	-2,1	2000	NaN	NaN	C	25522	68,9	69,6	56	59,3577669	24,7138410	6620223,75	1051002,48	-67,7	309,3	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	94,5	18,9	-68,0	20,6	-67,7	20,8	162,6	-2,1	309,3	93,8	17,7	-66,1	17,7	10,0	17,7	161,2	-1,9	115,2	93,8	21,3	-66,8	23,2	-66,1	23,4	161,2	-1,9	382,6	87,5	44,7	-63,3	49,5	-179,9	0,0	151,4	-1,9	0,0	93,8	9,5	-67,5	12,5	179,6	25,3	162,2	-2,1	208,0	94,5	18,9	-68,0	20,6	-67,7	20,8	162,6	-2,1	309,3	
445,0	1	444,0	1	445,0	20,6	162,3	-2,2	2000	NaN	NaN	C	25571	68,9	69,6	56	59,3577588	24,7138352	6620222,81	1051002,28	-69,3	297,2	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	92,9	18,3	-69,3	20,6	-69,3	20,6	162,3	-2,2	297,2	92,9	17,7	-67,3	17,7	6,1	17,7	161,2	-2,0	118,4	91,8	20,0	-67,4	23,3	-67,4	23,3	159,1	-2,0	379,9	83,3	44,0	-62,4	49,5	-179,8	0,0	147,7	-2,0	0,0	91,8	9,4	-68,7	12,6	179,7	24,0	161,1	-2,2	210,1	92,9	18,3	-69,3	20,6	-69,3	20,6	162,3	-2,2	297,2	
446,0	1	445,0	1	446,0	20,2	161,4	-2,1	2000	NaN	NaN	C	25627	68,9	69,7	56	59,3577497	24,7138287	6620221,75	1051002,07	-67,5	304,1	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	92,4	18,8	-68,8	19,9	-67,5	20,2	161,4	-2,1	304,1	91,3	17,4	-67,5	17,4	6,1	17,4	158,8	-2,0	115,9	90,9	21,5	-67,5	22,6	-67,2	22,8	158,6	-2,0	393,9	84,8	45,4	-63,3	49,1	-179,6	0,0	148,4	-2,0	0,0	90,9	9,6	-68,2	12,0	179,6	24,6	159,4	-2,1	205,4	92,4	18,8	-68,8	19,9	-67,5	20,2	161,4	-2,1	304,1	
447,0	1	446,0	1	447,0	20,8	162,5	-2,0	2000	NaN	NaN	C	25676	68,9	69,7	56	59,3577416	24,7138229	6620220,81	1051001,87	-66,9	323,0	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	93,1	20,0	-68,3	20,8	-66,9	20,8	162,5	-2,0	323,0	92,2	17,7	-67,6	17,7	0,2	17,7	158,5	-1,9	120,3	92,2	22,2	-67,6	24,1	-67,6	24,1	158,5	-1,9	412,2	83,2	46,2	-63,0	50,5	-179,5	0,0	145,8	-1,9	0,0	92,2	9,9	-68,2	12,4	179,3	26,1	159,4	-2,0	214,8	93,1	20,0	-68,3	20,8	-66,9	20,8	162,5	-2,0	323,0	
448,0	1	447,0	1	448,0	20,7	160,3	-2,0	2000	NaN	NaN	C	25725	68,9	69,7	56	59,3577347	24,7138180	6620220,01	1051001,71	-67,5	314,9	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	92,3	19,9	-67,5	20,7	-67,5	20,7	160,3	-2,0	314,9	91,8	18,0	-66,3	18,0	0,2	18,0	157,9	-1,8	124,9	91,7	21,9	-66,3	23,5	-66,3	23,5	156,6	-1,8	384,3	85,5	45,8	-63,0	50,0	-179,4	0,0	149,8	-1,8	0,0	91,7	9,9	-66,3	12,6	179,7	25,7	156,6	-2,0	219,8	92,3	19,9	-67,5	20,7	-67,5	20,7	160,3	-2,0	314,9	
449,0	1	448,0	1	449,0	22,2	159,2	-2,0	2000	NaN	NaN	C	25780	68,9	69,7	55	59,3577256	24,7138114	6620218,94	1051001,48	-67,1	338,7	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	92,1	20,5	-67,7	21,9	-67,1	22,2	159,2	-2,0	338,7	91,0	19,5	-67,4	19,5	7,3	19,5	158,2	-1,8	136,9	90,7	22,5	-67,4	24,2	-67,1	24,2	157,9	-1,8	402,2	83,5	46,3	-63,0	50,7	-179,3	0,0	146,8	-1,8	0,0	90,7	10,2	-67,5	12,9	178,9	25,8	158,5	-2,0	227,5	92,1	20,5	-67,7	21,9	-67,1	22,2	159,2	-2,0	338,7	
450,0	1	449,0	1	450,0	21,8	160,5	-2,0	2000	NaN	NaN	C	25829	68,9	69,7	56	59,3577175	24,7138057	6620218,00	1051001,29	86,9	349,5	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	92,4	21,3	-69,4	21,2	86,9	21,8	160,5	-2,0	349,5	92,4	19,2	-67,4	19,2	9,6	19,2	158,6	-1,9	136,1	92,4	24,3	-68,0	23,9	-66,3	24,3	160,5	-1,9	436,6	82,8	48,6	-63,0	50,7	-179,3	0,0	145,7	-1,9	0,0	91,1	10,2	-68,0	12,5	179,5	27,7	158,4	-2,0	227,8	92,4	21,3	-69,4	21,2	86,9	21,8	160,5	-2,0	349,5	
451,0	1	450,0	1	451,0	22,2	161,2	-2,0	2000	NaN	NaN	C	25885	69,0	69,7	56	59,3577084	24,7137991	6620216,93	1051001,07	-67,9	350,1	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	94,4	21,0	-67,9	22,1	-67,9	22,2	161,2	-2,0	350,1	92,7	19,4	-67,2	19,4	12,6	19,4	159,0	-1,8	139,3	91,0	23,4	-67,9	24,9	-67,9	25,0	157,9	-1,8	431,7	85,4	47,4	-63,3	51,5	-179,8	0,0	149,0	-1,8	0,0	90,3	10,1	-67,9	13,0	179,0	27,4	158,8	-2,0	230,1	94,4	21,0	-67,9	22,1	-67,9	22,2	161,2	-2,0	350,1	
452,0	1	451,0	1	452,0	22,0	160,0	-1,9	2000	NaN	NaN	C	25933	69,0	69,7	56	59,3577003	24,7137933	6620215,99	1051000,87	-67,5	344,7	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	92,2	20,4	-67,5	22,0	-67,5	22,0	160,0	-1,9	344,7	92,2	19,3	-66,8	19,3	12,0	19,3	159,2	-1,8	141,4	92,2	22,6	-66,8	24,4	-66,8	24,4	159,2	-1,8	418,5	83,3	46,5	-63,0	51,2	-179,8	0,0	146,3	-1,8	0,0	91,6	9,9	-67,5	12,9	179,3	26,3	159,2	-1,9	229,2	92,2	20,4	-67,5	22,0	-67,5	22,0	160,0	-1,9	344,7	
453,0	1	452,0	1	453,0	21,7	161,8	-1,9	2000	NaN	NaN	C	25989	69,0	69,7	56	59,3576923	24,7137876	6620215,06	1051000,68	-69,1	331,6	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	92,7	19,9	-69,1	21,7	-69,1	21,7	161,8	-1,9	331,6	92,0	19,2	-68,8	19,2	12,0	19,2	161,1	-1,7	141,8	91,7	21,9	-68,8	23,9	-68,8	23,9	161,0	-1,7	401,3	82,7	46,0	-63,6	50,7	-179,8	0,0	146,9	-1,7	0,0	90,9	9,5	-68,8	13,1	179,0	26,6	159,3	-1,9	225,7	92,7	19,9	-69,1	21,7	-69,1	21,7	161,8	-1,9	331,6	
454,0	1	453,0	1	454,0	21,1	159,5	-2,0	2000	NaN	NaN	C	26037	69,0	69,7	56	59,3576842	24,7137818	6620214,12	1051000,48	-68,7	340,1	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	89,6	20,0	-71,1	21,0	-68,7	21,1	159,5	-2,0	340,1	88,8	18,7	-68,2	18,7	8,5	18,7	157,0	-1,8	132,1	88,8	22,6	-68,2	23,7	-67,4	23,9	157,0	-1,8	423,0	80,7	47,5	-63,5	50,7	-179,5	0,0	144,9	-1,8	0,0	88,8	9,7	-68,7	12,4	179,2	26,8	157,8	-2,0	223,6	89,6	20,0	-71,1	21,0	-68,7	21,1	159,5	-2,0	340,1	
455,0	1	454,0	1	455,0	21,5	158,7	-2,0	2000	NaN	NaN	C	26093	69,0	69,7	56	59,3576750	24,7137752	6620213,05	1051000,26	-69,6	340,5	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	89,6	19,9	-70,0	21,5	-69,6	21,5	158,7	-2,0	340,5	89,2	18,7	-68,4	18,7	12,3	18,7	157,7	-1,8	140,3	88,9	21,7	-69,0	23,5	-69,0	23,5	157,3	-1,8	398,4	80,3	46,3	-64,0	50,2	-179,7	0,0	144,3	-1,8	0,0	88,9	9,7	-69,3	12,4	179,0	25,3	157,3	-2,0	225,1	89,6	19,9	-70,0	21,5	-69,6	21,5	158,7	-2,0	340,5	
456,0	1	455,0	1	456,0	21,5	157,4	-2,0	2000	NaN	NaN	C	26148	69,0	69,7	56	59,3576659	24,7137686	6620211,98	1051000,04	-67,8	325,3	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	90,3	19,5	-67,8	21,5	-67,8	21,5	157,4	-2,0	325,3	90,3	19,3	-67,8	19,3	11,4	19,3	157,4	-1,8	141,4	89,6	20,9	-67,8	22,9	-67,8	22,9	157,0	-1,8	367,1	81,0	45,4	-63,6	49,3	-179,5	0,0	145,6	-1,8	0,0	89,2	9,7	-67,8	12,6	178,4	24,7	157,0	-2,0	222,2	90,3	19,5	-67,8	21,5	-67,8	21,5	157,4	-2,0	325,3	
457,0	1	456,0	1	457,0	21,3	160,5	-2,0	2000	NaN	NaN	C	26196	69,0	69,7	56	59,3576590	24,7137636	6620211,18	1050999,87	-70,1	322,0	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	91,2	19,0	-70,1	21,3	-70,1	21,3	160,5	-2,0	322,0	91,2	19,1	-69,3	19,1	14,4	19,1	160,5	-1,8	145,6	90,2	20,3	-70,1	22,7	-70,1	22,7	160,3	-1,8	361,2	80,7	44,4	-63,4	48,8	-179,8	0,0	144,1	-1,8	0,0	89,6	9,3	-70,1	12,6	178,4	24,0	159,8	-2,0	219,7	91,2	19,0	-70,1	21,3	-70,1	21,3	160,5	-2,0	322,0	
458,0	1	457,0	1	458,0	21,8	156,7	-2,1	2000	NaN	NaN	C	26251	69,0	69,7	56	59,3576498	24,7137570	6620210,11	1050999,64	-68,4	332,1	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	88,6	20,6	-68,7	21,8	-68,4	21,8	156,7	-2,1	332,1	88,3	19,8	-67,4	19,8	11,1	19,8	154,8	-1,8	137,8	87,8	22,0	-67,4	23,0	-67,4	23,0	154,8	-1,8	380,2	81,2	46,8	-63,2	49,4	-179,5	0,0	143,8	-1,8	0,0	87,8	10,1	-68,7	12,8	179,0	25,7	156,0	-2,1	225,0	88,6	20,6	-68,7	21,8	-68,4	21,8	156,7	-2,1	332,1	
459,0	1	458,0	1	459,0	20,9	159,8	-2,0	2000	NaN	NaN	C	26299	69,1	69,7	56	59,3576417	24,7137512	6620209,17	1050999,45	-69,5	320,7	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	90,8	19,2	-69,5	20,9	-69,5	20,9	159,8	-2,0	320,7	89,7	18,8	-67,5	18,8	10,8	18,8	157,7	-1,8	138,3	89,0	20,3	-69,5	22,1	-69,5	22,1	155,9	-1,8	359,2	80,6	44,5	-64,3	48,3	-179,4	0,0	144,9	-1,8	0,0	88,3	9,5	-69,5	12,3	179,3	24,3	155,2	-2,0	216,9	90,8	19,2	-69,5	20,9	-69,5	20,9	159,8	-2,0	320,7	
460,0	1	459,0	1	460,0	20,9	160,1	-2,1	2000	NaN	NaN	C	26348	69,1	69,7	56	59,3576337	24,7137454	6620208,23	1050999,25	-68,8	312,7	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	90,1	19,4	-68,8	20,9	-68,8	20,9	160,1	-2,1	312,7	90,1	19,0	-68,7	19,0	8,5	19,0	158,4	-1,9	139,8	89,7	20,6	-68,8	22,4	-68,8	22,4	160,1	-1,9	362,2	82,0	45,0	-65,4	48,9	-179,4	0,0	148,1	-1,9	0,0	89,7	9,5	-68,8	12,4	179,3	24,2	158,4	-2,1	216,2	90,1	19,4	-68,8	20,9	-68,8	20,9	160,1	-2,1	312,7	
461,0	1	460,0	1	461,0	20,7	160,9	-2,1	2000	NaN	NaN	C	26409	69,1	69,7	56	59,3576245	24,7137388	6620207,16	1050999,03	-70,6	319,3	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	93,0	19,3	-70,6	20,7	-70,6	20,7	160,9	-2,1	319,3	93,0	18,7	-69,4	18,7	9,6	18,7	159,7	-1,9	143,0	90,9	20,7	-69,4	22,5	-69,4	22,5	159,7	-1,9	367,3	81,3	45,1	-63,5	49,1	-179,8	0,0	145,5	-1,9	0,0	88,1	9,5	-69,9	12,2	179,0	24,1	158,2	-2,1	217,5	93,0	19,3	-70,6	20,7	-70,6	20,7	160,9	-2,1	319,3	
462,0	1	461,0	1	462,0	20,5	161,6	-2,1	2000	NaN	NaN	C	26457	69,1	69,7	56	59,3576164	24,7137330	6620206,22	1050998,83	-69,4	328,3	False	NaN	174,8	_	18	NaN	_	NaN	NaN	_	NaN	92,4	20,5	-69,4	20,4	-69,4	20,5	161,6	-2,1	328,3	88,9	19,0	-68,7	19,0	6,1	19,0	158,1	-1,9	139,4	88,2	22,1	-68,7	22,2	-67,4	22,2	156,9	-1,9	382,6	81,9	46,2	-63,6	49,1	-179,6	0,0	144,8	-1,9	0,0	88,2	9,9	-69,3	12,1	178,8	25,6	156,1	-2,1	217,1	92,4	20,5	-69,4	20,4	-69,4	20,5	161,6	-2,1	328,3	
463,0	1	462,0	1	463,0	21,1	159,1	-2,0	2000	NaN	NaN	C	26512	69,1	69,7	56	59,3576073	24,7137264	6620205,15	1050998,61	-68,7	320,7	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	90,2	19,3	-69,2	21,0	-68,7	21,1	159,1	-2,0	320,7	89,8	18,6	-68,7	18,6	11,1	18,6	158,7	-1,8	135,5	89,6	20,7	-68,7	22,6	-68,4	23,0	158,5	-1,8	377,2	81,7	45,4	-63,8	49,0	-179,5	0,0	145,6	-1,8	0,0	89,6	9,1	-69,2	12,4	179,0	25,2	158,5	-2,0	218,3	90,2	19,3	-69,2	21,0	-68,7	21,1	159,1	-2,0	320,7	
464,0	1	463,0	1	464,0	20,7	162,9	-2,0	2000	NaN	NaN	C	26560	69,2	69,7	56	59,3576004	24,7137214	6620204,35	1050998,44	-70,0	320,1	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	92,4	19,8	-70,0	20,7	-70,0	20,7	162,9	-2,0	320,1	91,5	19,0	-69,8	19,0	13,2	19,0	160,0	-1,9	137,9	91,5	20,9	-69,8	21,9	-68,6	22,1	160,0	-1,9	360,3	84,7	45,0	-63,4	48,3	-179,5	0,0	148,3	-1,9	0,0	91,5	10,0	-70,0	12,1	179,0	24,1	160,0	-2,0	217,4	92,4	19,8	-70,0	20,7	-70,0	20,7	162,9	-2,0	320,1	
465,0	1	464,0	1	465,0	20,5	163,8	-2,0	2000	NaN	NaN	C	26608	69,2	69,7	56	59,3575923	24,7137156	6620203,41	1050998,25	-70,7	314,6	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	92,3	19,1	-70,7	20,5	-70,7	20,5	163,8	-2,0	314,6	92,2	18,1	-69,4	18,1	5,5	18,1	160,9	-1,9	129,1	88,1	21,2	-69,4	22,7	-69,4	22,7	158,1	-1,9	375,5	85,5	45,6	-64,2	48,6	-179,6	0,0	148,3	-1,9	0,0	88,1	9,8	-69,4	12,2	179,1	24,8	158,1	-2,0	217,7	92,3	19,1	-70,7	20,5	-70,7	20,5	163,8	-2,0	314,6	
466,0	1	465,0	1	466,0	21,1	162,1	-2,0	2000	NaN	NaN	C	26669	69,2	69,7	56	59,3575820	24,7137082	6620202,20	1050997,99	-71,3	326,5	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	90,9	20,3	-72,5	21,0	-71,3	21,1	162,1	-2,0	326,5	89,7	18,3	-71,3	18,3	7,9	18,3	161,5	-1,9	133,3	89,7	22,1	-71,3	23,5	-71,3	23,5	161,5	-1,9	397,6	83,4	46,7	-64,8	49,2	-179,5	0,0	147,6	-1,9	0,0	89,6	9,9	-71,9	12,4	179,7	25,7	161,5	-2,0	223,2	90,9	20,3	-72,5	21,0	-71,3	21,1	162,1	-2,0	326,5	
467,0	1	466,0	1	467,0	21,3	157,4	-1,9	2000	NaN	NaN	C	26717	69,2	69,7	56	59,3575751	24,7137032	6620201,40	1050997,82	-70,6	322,7	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	87,4	19,3	-70,6	21,3	-70,6	21,3	157,4	-1,9	322,7	87,4	18,8	-69,3	18,8	5,6	18,8	157,4	-1,7	135,9	87,4	20,9	-69,9	23,2	-69,9	23,2	157,4	-1,7	373,9	78,0	45,4	-64,7	49,1	-179,7	0,0	142,7	-1,7	0,0	86,8	9,4	-69,9	12,6	178,9	24,9	157,4	-1,9	222,3	87,4	19,3	-70,6	21,3	-70,6	21,3	157,4	-1,9	322,7	
468,0	1	467,0	1	468,0	21,9	159,4	-1,9	2000	NaN	NaN	C	26771	69,2	69,7	56	59,3575659	24,7136965	6620200,32	1050997,60	-71,3	326,3	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	87,8	19,2	-71,3	21,9	-71,3	21,9	159,4	-1,9	326,3	87,8	19,2	-71,1	19,2	5,9	19,2	159,0	-1,6	141,0	86,5	20,8	-71,2	23,5	-71,2	23,5	157,0	-1,6	377,4	80,4	45,3	-65,4	49,4	-179,5	0,0	146,4	-1,6	0,0	86,5	9,4	-71,2	13,0	179,1	24,9	157,0	-1,9	226,2	87,8	19,2	-71,3	21,9	-71,3	21,9	159,4	-1,9	326,3	
