ViaPPS produsert fil	: Filversjon 1.21
F.ID.	: Rosita_NO_001
ViaPPS software versjon	: 8.9.12.1

Rapportdato				: 26.03.2026 13:24:47
Filnavn					: PPS_Fy01_93_1_m99999-1_m99098_felt2___20260313-150110.txt
Mappe					: D:\ViaPPS_RBS\RAW_DATA\Fy001_93_hp1_f2_20260313-150110

ViaPPS opptakerversjon	: 8.5.6.0 - 01.06.2016 13:21:02

Sjåfør					: Egon
Bilnummer				: 
UtstyrsID				: VIATECH
Utstyrsmerknader		: 
Opptaksdato				: 13.03.2026 15:01:10
Formål					: 
Måleserienummer					: 1
Målingskommentarer		: 
Målingslengde			: 900
Værkommentarer			: 
Teksturlaserposisjon	: Y

Beregningsintervall [m]	: 1
Rettholt venstre [m]	: Bunnrettholt : -1,8[m]  Snorholt : -1,8[m]  Regresjonsholt : -1,8[m]
Rettholt høyre [m]		: Bunnrettholt :  1,8[m]  Snorholt :  1,8[m]  Regresjonsholt :  1,8[m]
Filter orden [punkter]	: 11
Profil snittlengde [m]	: 0,0
Metodefil versjon/dato	: Ikke tilgjengelig
Beregningskommentaer	: Beregningstype=CEN_13036_8, Midlingsalgoritme=ChebyshevFilter, AntallMidledeProfiler=1, Rettholtlengdetype=Fast lengde, Sporryggdeteksjon=Av
Kalibreringsdata	: Kalib.dato=19. juni 2025 09:11:30, Pulser=1203,835000, Rull=0,000000, Stamp=-0,033432, ScannerRull=-0,006738
Tverrfallskalibreringsdata	: 13. mars 2026 14:35:31
Sensormontasjedata1	: Imu=-1,60[m], ProfileScanner=-3,60[m], TeksturLaser=2,26[m]
Sensormontasjedata2	: GnssDx=-1,92[m], GnssDy=-0,28[m], GnssDz=-2,29[m]
Sensormontasjedata3	: GnssImuDx=-0,03[m], GnssImuDy=0,33[m], GnssImuDz=1,51[m]

Vegnett fylkesversjon			: 
Vegnett serverversjon			: 
Vegnett genereringsappliksajonsversjon	: 

Startposisjon:
Fylke			: 1
Veg				: 93
Strekning		: 1
Vegmeter		: 99999
Kjørefelt		: 2
Stedsnavn		: 

Stopposisjon:
Fylke			: 1
Veg				: 93
Strekning		: 1
Vegmeter		: 99098,7448540896
Kjørefelt		: 2
Stedsnavn		: 

Vegnettnoder
Nodenr	: Lengde [m]	: Fylke []	: Stedsnavn []	: Vegnavn []	: Hp []	: Fra Vegmeter [m]	: Til Vegmeter [m]	: 
Node0	: 901	: 1	: 	: 93	: 1	: 99098	: 100000

Justeringsnoder
Justeringnr	: Distanse [m]	: Justering [m]

Utkjørt meter [m]	Fra strekning []	Fra vegmeter [m]	Til strekning []	Til vegmeter [m]	Spordybde [mm]	Sporbredde [cm]	Tverrfall [%]	Kurveradius [m]	IRI [mm/m]	MPD [mm]	Beregningsmetode []	Tid [ms]	Hastighet [km/t]	Høyde [m]	Signalkvalitet [%]	Breddegrad [°]	Lengdegrad [°]	Sone 33V N [m]	Sone 33V Ø [m]	Sporposisjon [cm]	Areal [cm^2]	Pause []	Pos. asfalt kant [cm]	Pos. kantlinje [cm]	Type kantlinje []	Kval. kantlinje [%]	Pos. midtlinje [cm]	Type midtlinje []	Kval. midtlinje [%]	Pos. ekstra midtlinje [cm]	Type ekstra midtlinje []	Kval. ekstra midtlinje [%]	CEN 13036 Høyre sporposisjon [cm]	CEN 13036 Høyre spordybde [mm]	CEN 13036 Venstre sporposisjon [cm]	CEN 13036 Venstre spordybde [mm]	CEN 13036 Max sporposisjon [cm]	CEN 13036 Max spordybde [mm]	CEN 13036 Sporbredde [cm]	CEN 13036 Tverrfall [%]	CEN 13036 Areal [cm^2]	Bunn Høyre sporposisjon [cm]	Bunn Høyre spordybde [mm]	Bunn Venstre sporposisjon [cm]	Bunn Venstre spordybde [mm]	Bunn Max sporposisjon [cm]	Bunn Max spordybde [mm]	Bunn Sporbredde [cm]	Bunn Tverrfall [%]	Bunn Areal [cm^2]	Snor Høyre sporposisjon [cm]	Snor Høyre spordybde [mm]	Snor Venstre sporposisjon [cm]	Snor Venstre spordybde [mm]	Snor Max sporposisjon [cm]	Snor Max spordybde [mm]	Snor Sporbredde [cm]	Snor Tverrfall [%]	Snor Areal [cm^2]	Krum Høyre sporposisjon [cm]	Krum Høyre spordybde [mm]	Krum Venstre sporposisjon [cm]	Krum Venstre spordybde [mm]	Krum Max sporposisjon [cm]	Krum Max spordybde [mm]	Krum Sporbredde [cm]	Krum Tverrfall [%]	Krum Areal [cm^2]	Regresjon Høyre sporposisjon [cm]	Regresjon Høyre spordybde [mm]	Regresjon Venstre sporposisjon [cm]	Regresjon Venstre spordybde [mm]	Regresjon Max sporposisjon [cm]	Regresjon Max spordybde [mm]	Regresjon Sporbredde [cm]	Regresjon Tverrfall [%]	Regresjon Areal [cm^2]	Metode Høyre sporposisjon [cm]	Metode Høyre spordybde [mm]	Metode Venstre sporposisjon [cm]	Metode Venstre spordybde [mm]	Metode Max sporposisjon [cm]	Metode Max spordybde [mm]	Metode Sporbredde [cm]	Metode Tverrfall [%]	Metode Areal [cm^2]	
182,0	1	99818,0	1	99817,0	24,3	162,4	-2,6	2000	NaN	NaN	C	6833	73,0	71,6	56	59,3553545	24,7121815	6619943,19	1050948,07	88,3	341,2	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	88,3	24,3	-74,1	18,3	88,3	24,3	162,4	-2,6	341,2	85,7	19,3	-74,1	19,3	-2,7	19,3	161,2	-2,7	138,2	86,9	25,8	-73,3	20,5	86,9	25,8	160,4	-2,7	410,0	82,2	50,7	-69,5	47,9	-179,7	0,0	151,1	-2,7	0,0	85,7	12,5	-74,1	10,6	179,3	27,9	161,2	-2,6	230,3	88,3	24,3	-74,1	18,3	88,3	24,3	162,4	-2,6	341,2	
183,0	1	99817,0	1	99816,0	23,8	160,9	-2,7	2000	NaN	NaN	C	6874	73,0	71,6	56	59,3553617	24,7121867	6619944,04	1050948,25	89,3	338,8	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	89,3	23,8	-72,8	18,8	89,3	23,8	160,9	-2,7	338,8	87,4	19,1	-73,8	19,1	-2,7	19,1	161,5	-2,8	135,9	87,8	25,6	-72,8	21,1	87,8	25,6	160,0	-2,8	400,0	80,2	50,4	-68,1	48,1	-179,6	0,0	148,1	-2,8	0,0	87,4	12,2	-73,4	10,9	179,3	27,6	161,1	-2,7	229,9	89,3	23,8	-72,8	18,8	89,3	23,8	160,9	-2,7	338,8	
184,0	1	99816,0	1	99815,0	24,1	161,6	-2,7	2000	NaN	NaN	C	6923	72,7	71,6	56	59,3553702	24,7121928	6619945,03	1050948,45	87,5	348,5	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	87,5	24,1	-74,2	18,9	87,5	24,1	161,6	-2,7	348,5	86,9	19,9	-74,2	19,9	-3,3	19,9	159,7	-2,8	139,7	87,5	25,9	-73,4	21,1	87,5	25,9	161,2	-2,8	415,5	82,1	50,9	-68,8	48,1	-179,5	0,0	150,3	-2,8	0,0	87,1	12,1	-74,2	11,0	179,2	28,0	159,2	-2,7	223,4	87,5	24,1	-74,2	18,9	87,5	24,1	161,6	-2,7	348,5	
185,0	1	99815,0	1	99814,0	24,2	160,3	-2,8	2000	NaN	NaN	C	6978	72,7	71,6	56	59,3553799	24,7121997	6619946,16	1050948,69	87,3	347,1	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	87,3	24,2	-72,1	18,6	87,3	24,2	160,3	-2,8	347,1	86,2	19,6	-72,1	19,6	-1,2	19,6	158,4	-2,9	139,6	87,3	25,8	-71,8	20,7	87,3	25,8	159,3	-2,9	406,3	80,8	50,8	-67,8	47,3	-179,5	0,0	149,0	-2,9	0,0	86,4	12,3	-72,1	10,7	179,4	28,0	158,7	-2,8	224,9	87,3	24,2	-72,1	18,6	87,3	24,2	160,3	-2,8	347,1	
186,0	1	99814,0	1	99813,0	23,9	160,8	-2,9	2000	NaN	NaN	C	7027	72,8	71,6	56	59,3553872	24,7122050	6619947,01	1050948,86	86,9	349,5	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	86,9	23,9	-74,0	18,3	86,9	23,9	160,8	-2,9	349,5	86,2	19,2	-74,1	19,2	-3,9	19,2	160,8	-3,1	137,2	86,8	25,4	-72,7	20,5	86,8	25,4	159,7	-3,1	409,2	80,9	50,7	-68,7	47,4	-179,4	0,0	149,0	-3,1	0,0	86,8	11,9	-73,3	10,5	179,6	27,8	159,7	-2,9	223,9	86,9	23,9	-74,0	18,3	86,9	23,9	160,8	-2,9	349,5	
187,0	1	99813,0	1	99812,0	24,3	163,6	-3,0	2000	NaN	NaN	C	7075	72,8	71,6	56	59,3553957	24,7122111	6619948,00	1050949,07	89,6	352,8	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	89,6	24,3	-74,1	18,4	89,6	24,3	163,6	-3,0	352,8	86,8	19,5	-76,0	19,5	-3,9	19,5	161,7	-3,1	146,3	87,6	25,8	-74,1	20,4	87,6	25,8	161,9	-3,1	408,0	82,1	50,9	-67,4	47,5	-179,5	0,0	149,4	-3,1	0,0	87,6	12,0	-74,1	10,5	179,7	28,3	162,9	-3,0	225,6	89,6	24,3	-74,1	18,4	89,6	24,3	163,6	-3,0	352,8	
188,0	1	99812,0	1	99811,0	23,9	162,3	-2,9	2000	NaN	NaN	C	7124	72,8	71,6	56	59,3554042	24,7122172	6619948,99	1050949,27	89,0	345,4	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	89,0	23,9	-73,3	18,8	89,0	23,9	162,3	-2,9	345,4	88,8	19,4	-73,3	19,4	-3,9	19,4	160,3	-2,9	144,8	88,8	25,3	-72,7	21,1	88,8	25,3	159,8	-2,9	407,9	82,1	50,1	-67,5	48,2	-179,5	0,0	148,3	-2,9	0,0	88,8	11,8	-73,3	10,9	179,4	27,3	160,3	-2,9	223,7	89,0	23,9	-73,3	18,8	89,0	23,9	162,3	-2,9	345,4	
189,0	1	99811,0	1	99810,0	23,4	160,4	-2,9	2000	NaN	NaN	C	7172	72,8	71,6	56	59,3554127	24,7122233	6619949,98	1050949,48	89,6	342,0	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	89,6	23,4	-72,1	18,9	89,6	23,4	160,4	-2,9	342,0	86,8	19,1	-72,1	19,1	-5,1	19,1	158,2	-2,9	138,7	88,3	25,1	-72,1	20,6	88,3	25,1	159,8	-2,9	395,5	82,2	49,7	-67,5	48,0	-179,5	0,0	150,2	-2,9	0,0	86,8	12,0	-72,1	10,9	179,4	27,0	158,2	-2,9	218,6	89,6	23,4	-72,1	18,9	89,6	23,4	160,4	-2,9	342,0	
190,0	1	99810,0	1	99809,0	22,8	161,2	-2,8	2000	NaN	NaN	C	7227	72,8	71,6	56	59,3554212	24,7122294	6619950,97	1050949,69	87,3	334,0	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	87,3	22,8	-73,7	18,8	87,3	22,8	161,2	-2,8	334,0	86,8	19,0	-73,7	19,0	-3,0	19,0	158,9	-2,8	138,7	87,1	24,5	-71,8	20,4	87,1	24,5	158,9	-2,8	397,8	81,5	49,5	-67,5	47,7	-179,2	0,0	148,8	-2,8	0,0	86,8	11,4	-73,7	10,7	179,5	26,3	158,9	-2,8	219,2	87,3	22,8	-73,7	18,8	87,3	22,8	161,2	-2,8	334,0	
191,0	1	99809,0	1	99808,0	23,2	162,1	-2,9	2000	NaN	NaN	C	7275	72,8	71,6	56	59,3554296	24,7122355	6619951,95	1050949,89	86,7	333,7	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	86,7	23,2	-72,6	18,3	86,7	23,2	162,1	-2,9	333,7	86,3	19,1	-72,6	19,1	-1,5	19,1	159,5	-2,9	138,1	86,7	24,7	-72,6	20,3	86,7	24,7	158,9	-2,9	387,6	81,4	49,9	-67,4	47,6	-179,4	0,0	148,2	-2,9	0,0	86,3	11,8	-72,6	10,5	179,6	26,7	159,5	-2,9	220,8	86,7	23,2	-72,6	18,3	86,7	23,2	162,1	-2,9	333,7	
192,0	1	99808,0	1	99807,0	22,5	162,8	-2,9	2000	NaN	NaN	C	7323	72,8	71,6	56	59,3554381	24,7122416	6619952,94	1050950,10	88,9	329,5	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	88,9	22,5	-72,7	18,6	88,9	22,5	162,8	-2,9	329,5	86,2	18,7	-72,7	18,7	-4,5	18,7	158,1	-2,9	131,7	87,6	24,1	-72,0	20,4	87,6	24,1	158,3	-2,9	393,3	78,7	49,2	-67,5	47,3	-179,5	0,0	147,7	-2,9	0,0	86,2	11,5	-72,7	10,6	179,7	25,7	160,3	-2,9	218,5	88,9	22,5	-72,7	18,6	88,9	22,5	162,8	-2,9	329,5	
193,0	1	99807,0	1	99806,0	22,6	164,2	-2,8	2000	NaN	NaN	C	7371	72,8	71,6	56	59,3554466	24,7122477	6619953,93	1050950,31	89,1	326,8	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	89,1	22,6	-74,0	17,8	89,1	22,6	164,2	-2,8	326,8	86,7	18,1	-74,0	18,1	-0,9	18,1	161,3	-2,8	130,7	87,6	24,0	-73,9	20,3	87,6	24,0	162,9	-2,8	382,8	79,5	49,1	-68,2	47,4	-179,4	0,0	148,6	-2,8	0,0	86,7	11,5	-74,0	10,5	179,4	25,7	161,3	-2,8	219,9	89,1	22,6	-74,0	17,8	89,1	22,6	164,2	-2,8	326,8	
194,0	1	99806,0	1	99805,0	21,4	160,2	-2,8	2000	NaN	NaN	C	7420	72,8	71,6	56	59,3554539	24,7122528	6619954,78	1050950,48	87,4	306,0	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	87,4	21,4	-72,7	17,4	87,4	21,4	160,2	-2,8	306,0	86,2	17,4	-74,6	17,4	-6,8	17,4	161,5	-2,8	115,5	86,9	23,1	-72,5	19,8	86,9	23,1	158,1	-2,8	370,8	77,4	48,3	-65,5	46,8	-179,3	0,0	143,6	-2,8	0,0	86,9	11,1	-72,7	10,0	179,6	24,6	160,2	-2,8	208,9	87,4	21,4	-72,7	17,4	87,4	21,4	160,2	-2,8	306,0	
195,0	1	99805,0	1	99804,0	21,7	161,5	-2,7	2000	NaN	NaN	C	7468	72,8	71,6	56	59,3554624	24,7122589	6619955,77	1050950,69	88,3	314,1	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	88,3	21,7	-73,9	17,5	88,3	21,7	161,5	-2,7	314,1	85,6	17,8	-73,3	17,8	-2,1	17,8	159,5	-2,8	127,9	87,6	23,0	-71,3	19,6	87,6	23,0	159,7	-2,8	376,3	81,4	48,3	-65,4	46,8	-179,6	0,0	147,5	-2,8	0,0	85,6	11,4	-73,2	9,9	179,8	24,4	158,7	-2,7	209,9	88,3	21,7	-73,9	17,5	88,3	21,7	161,5	-2,7	314,1	
196,0	1	99804,0	1	99803,0	21,1	160,3	-2,7	2000	NaN	NaN	C	7516	72,8	71,6	56	59,3554709	24,7122650	6619956,76	1050950,89	87,6	312,8	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	87,6	21,1	-72,6	18,0	87,6	21,1	160,3	-2,7	312,8	84,9	18,1	-72,6	18,1	-2,7	18,1	157,5	-2,7	129,0	86,0	22,2	-70,7	19,7	86,0	22,2	157,6	-2,7	361,2	78,8	47,5	-66,7	46,8	-179,3	0,0	145,6	-2,7	0,0	84,9	10,8	-72,6	10,6	179,6	23,7	157,5	-2,7	207,3	87,6	21,1	-72,6	18,0	87,6	21,1	160,3	-2,7	312,8	
197,0	1	99803,0	1	99802,0	20,4	161,6	-2,6	2000	NaN	NaN	C	7564	72,8	71,6	56	59,3554793	24,7122711	6619957,75	1050951,10	87,5	299,3	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	87,5	20,4	-74,8	17,6	87,5	20,4	161,6	-2,6	299,3	86,8	17,5	-74,8	17,5	-5,7	17,5	161,0	-2,7	125,5	86,9	22,0	-74,8	19,5	86,9	22,0	161,0	-2,7	347,5	78,8	47,0	-68,7	46,6	-179,4	0,0	147,4	-2,7	0,0	86,8	11,0	-74,8	10,2	179,2	23,1	161,0	-2,6	206,7	87,5	20,4	-74,8	17,6	87,5	20,4	161,6	-2,6	299,3	
198,0	1	99802,0	1	99801,0	21,3	160,2	-2,5	2000	NaN	NaN	C	7619	72,8	71,6	56	59,3554878	24,7122773	6619958,74	1050951,31	86,3	307,5	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	86,3	21,3	-73,6	17,9	86,3	21,3	160,2	-2,5	307,5	86,3	18,2	-73,6	18,2	-3,8	18,2	159,9	-2,6	126,0	86,3	22,8	-73,6	20,0	86,3	22,8	159,9	-2,6	357,9	80,0	47,5	-67,5	46,2	-179,4	0,0	147,8	-2,6	0,0	86,3	11,4	-73,6	10,5	178,3	24,0	159,9	-2,5	209,8	86,3	21,3	-73,6	17,9	86,3	21,3	160,2	-2,5	307,5	
199,0	1	99801,0	1	99800,0	21,3	162,3	-2,5	2000	NaN	NaN	C	7674	72,8	71,6	56	59,3554975	24,7122843	6619959,87	1050951,54	88,8	309,4	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	88,8	21,3	-73,9	17,8	88,8	21,3	162,3	-2,5	309,4	85,5	18,2	-74,0	18,2	-5,6	18,2	159,8	-2,5	126,5	86,6	22,5	-73,3	19,5	86,6	22,5	160,9	-2,5	354,5	80,9	47,5	-69,3	46,4	-179,5	0,0	149,5	-2,5	0,0	86,3	11,3	-73,9	10,3	179,5	23,8	159,8	-2,5	208,1	88,8	21,3	-73,9	17,8	88,8	21,3	162,3	-2,5	309,4	
200,0	1	99800,0	1	99799,0	20,7	162,8	-2,5	2000	NaN	NaN	C	7722	72,9	71,6	56	59,3555060	24,7122904	6619960,86	1050951,75	88,3	298,5	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	88,3	20,7	-74,5	17,7	88,3	20,7	162,8	-2,5	298,5	86,8	17,7	-74,5	17,7	-5,6	17,7	160,8	-2,6	129,3	87,7	22,3	-73,8	19,5	87,7	22,3	161,6	-2,6	344,2	80,8	47,0	-68,8	46,2	-179,4	0,0	149,4	-2,6	0,0	86,8	11,0	-73,8	10,3	179,1	23,3	160,8	-2,5	204,4	88,3	20,7	-74,5	17,7	88,3	20,7	162,8	-2,5	298,5	
201,0	1	99799,0	1	99798,0	21,4	159,9	-2,5	2000	NaN	NaN	C	7763	72,9	71,6	56	59,3555121	24,7122948	6619961,57	1050951,90	86,8	312,4	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	86,8	21,4	-73,6	18,2	86,8	21,4	159,9	-2,5	312,4	85,9	18,1	-73,7	18,1	-7,4	18,1	159,5	-2,6	127,4	86,8	22,7	-73,6	19,4	86,8	22,7	159,9	-2,6	360,8	78,9	47,8	-68,4	46,4	-179,6	0,0	147,1	-2,6	0,0	86,1	11,1	-73,7	10,4	177,2	24,0	160,2	-2,5	209,9	86,8	21,4	-73,6	18,2	86,8	21,4	159,9	-2,5	312,4	
202,0	1	99798,0	1	99797,0	21,2	159,3	-2,6	2000	NaN	NaN	C	7811	72,9	71,6	56	59,3555206	24,7123010	6619962,56	1050952,11	85,3	310,5	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	85,3	21,2	-74,1	17,8	85,3	21,2	159,3	-2,6	310,5	84,1	18,0	-74,1	18,0	-9,2	18,0	158,0	-2,7	126,8	84,9	22,7	-74,1	19,9	84,9	22,7	158,0	-2,7	357,0	76,9	47,9	-69,5	46,7	-179,4	0,0	147,5	-2,7	0,0	84,1	11,3	-74,1	10,5	178,4	23,7	158,0	-2,6	208,8	85,3	21,2	-74,1	17,8	85,3	21,2	159,3	-2,6	310,5	
203,0	1	99797,0	1	99796,0	20,4	160,1	-2,6	2000	NaN	NaN	C	7865	72,8	71,6	56	59,3555303	24,7123080	6619963,68	1050952,35	87,1	302,0	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	87,1	20,4	-74,0	17,6	87,1	20,4	160,1	-2,6	302,0	84,4	17,5	-74,0	17,5	-7,7	17,5	157,7	-2,6	121,5	84,4	21,9	-74,0	19,7	84,4	21,9	157,7	-2,6	352,2	76,7	47,1	-69,1	46,6	-179,4	0,0	146,1	-2,6	0,0	84,4	10,6	-74,0	10,5	179,3	23,0	157,7	-2,6	200,8	87,1	20,4	-74,0	17,6	87,1	20,4	160,1	-2,6	302,0	
204,0	1	99796,0	1	99795,0	20,4	161,3	-2,6	2000	NaN	NaN	C	7920	72,8	71,6	56	59,3555387	24,7123142	6619964,67	1050952,56	85,4	295,3	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	85,4	20,4	-76,6	17,1	85,4	20,4	161,3	-2,6	295,3	84,1	16,9	-76,6	16,9	-7,9	16,9	160,4	-2,7	119,0	84,5	22,0	-75,3	18,8	84,5	22,0	158,8	-2,7	355,9	76,7	47,5	-69,8	45,6	-179,6	0,0	146,1	-2,7	0,0	84,2	10,8	-76,3	9,7	179,3	23,1	160,4	-2,6	201,2	85,4	20,4	-76,6	17,1	85,4	20,4	161,3	-2,6	295,3	
205,0	1	99795,0	1	99794,0	21,2	161,5	-2,6	2000	NaN	NaN	C	7968	72,8	71,6	56	59,3555472	24,7123203	6619965,66	1050952,77	85,4	311,0	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	85,4	21,2	-76,0	17,4	85,4	21,2	161,5	-2,6	311,0	84,1	17,9	-76,0	17,9	-6,2	17,9	159,5	-2,7	127,8	85,4	22,7	-74,7	19,6	85,4	22,7	161,5	-2,7	354,5	80,1	48,3	-68,8	46,2	-179,6	0,0	146,8	-2,7	0,0	84,8	10,9	-76,0	10,0	179,2	24,2	161,7	-2,6	204,8	85,4	21,2	-76,0	17,4	85,4	21,2	161,5	-2,6	311,0	
206,0	1	99794,0	1	99793,0	21,4	162,5	-2,8	2000	NaN	NaN	C	8009	72,8	71,6	56	59,3555545	24,7123256	6619966,51	1050952,95	86,2	316,9	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	86,2	21,4	-76,7	18,0	86,2	21,4	162,5	-2,8	316,9	85,5	18,2	-76,7	18,2	-6,0	18,2	160,8	-2,9	134,6	86,2	22,6	-76,7	19,7	86,2	22,6	161,8	-2,9	362,5	79,3	47,8	-68,5	46,6	-179,8	0,0	148,2	-2,9	0,0	86,2	11,0	-76,7	10,1	179,5	24,0	161,8	-2,8	208,3	86,2	21,4	-76,7	18,0	86,2	21,4	162,5	-2,8	316,9	
207,0	1	99793,0	1	99792,0	22,3	158,2	-3,0	2000	NaN	NaN	C	8063	72,9	71,6	56	59,3555630	24,7123317	6619967,50	1050953,16	84,8	330,2	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	84,8	22,3	-73,1	17,7	84,8	22,3	158,2	-3,0	330,2	82,2	18,2	-73,1	18,2	-3,6	18,2	156,8	-3,1	125,5	84,8	23,8	-73,1	19,7	84,8	23,8	158,2	-3,1	387,5	76,4	49,4	-69,0	46,5	-179,7	0,0	143,6	-3,1	0,0	84,8	11,4	-73,1	9,9	179,5	25,4	158,2	-3,0	219,3	84,8	22,3	-73,1	17,7	84,8	22,3	158,2	-3,0	330,2	
208,0	1	99792,0	1	99791,0	22,0	158,8	-3,0	2000	NaN	NaN	C	8110	72,9	71,6	56	59,3555715	24,7123378	6619968,49	1050953,36	83,4	319,5	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	83,4	22,0	-75,9	17,9	83,4	22,0	158,8	-3,0	319,5	83,4	18,3	-78,8	18,3	-3,9	18,3	162,8	-3,1	129,6	83,4	23,4	-75,9	19,4	83,4	23,4	158,3	-3,1	368,6	78,7	48,8	-69,4	46,2	-179,4	0,0	148,1	-3,1	0,0	83,4	11,7	-75,9	10,1	179,5	24,5	158,3	-3,0	213,0	83,4	22,0	-75,9	17,9	83,4	22,0	158,8	-3,0	319,5	
209,0	1	99791,0	1	99790,0	21,5	160,9	-2,9	2000	NaN	NaN	C	8165	72,9	71,6	56	59,3555812	24,7123448	6619969,63	1050953,60	83,9	322,2	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	85,5	21,3	-75,4	18,7	83,9	21,5	160,9	-2,9	322,2	83,7	18,4	-75,1	18,4	-0,9	18,4	159,4	-2,9	124,8	84,1	23,3	-75,1	21,6	82,5	23,4	159,4	-2,9	386,0	79,1	48,7	-71,1	48,4	-179,6	0,0	151,1	-2,9	0,0	83,7	11,4	-75,4	10,7	175,5	24,8	159,4	-2,9	220,3	85,5	21,3	-75,4	18,7	83,9	21,5	160,9	-2,9	322,2	
210,0	1	99790,0	1	99789,0	22,3	160,4	-2,9	2000	NaN	NaN	C	8212	72,9	71,6	56	59,3555885	24,7123500	6619970,47	1050953,77	-74,8	339,0	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	84,9	21,1	-74,8	22,3	-74,8	22,3	160,4	-2,9	339,0	84,9	19,7	-74,7	19,7	-5,1	19,7	159,7	-2,8	142,0	84,9	23,3	-74,7	24,4	-74,7	24,4	157,7	-2,8	399,2	78,2	48,5	-69,6	51,3	-179,3	0,0	149,0	-2,8	0,0	84,9	11,0	-74,8	13,5	179,4	26,3	157,7	-2,9	234,8	84,9	21,1	-74,8	22,3	-74,8	22,3	160,4	-2,9	339,0	
211,0	1	99789,0	1	99788,0	20,7	163,0	-3,0	2000	NaN	NaN	C	8259	72,9	71,6	56	59,3555970	24,7123561	6619971,47	1050953,98	82,1	326,4	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	88,1	20,7	-74,7	20,2	82,1	20,7	163,0	-3,0	326,4	88,1	18,2	-73,5	18,2	-6,8	18,2	161,7	-2,8	126,1	88,1	23,0	-73,5	23,1	-70,8	23,1	161,7	-2,8	404,7	80,0	48,0	-69,6	50,1	-179,5	0,0	148,9	-2,8	0,0	83,4	10,3	-73,5	12,1	179,4	25,3	158,8	-3,0	232,2	88,1	20,7	-74,7	20,2	82,1	20,7	163,0	-3,0	326,4	
212,0	1	99788,0	1	99787,0	21,4	164,0	-3,0	2000	NaN	NaN	C	8307	72,9	71,6	56	59,3556055	24,7123622	6619972,46	1050954,18	84,1	327,4	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	86,8	21,1	-76,8	20,4	84,1	21,4	164,0	-3,0	327,4	86,8	19,1	-76,1	19,1	-4,5	19,1	162,6	-2,9	132,1	86,6	22,8	-76,1	22,3	84,1	23,5	161,8	-2,9	400,5	79,4	48,5	-70,8	48,6	-179,1	0,0	151,6	-2,9	0,0	86,6	10,8	-76,1	12,0	179,7	25,3	161,8	-3,0	227,2	86,8	21,1	-76,8	20,4	84,1	21,4	164,0	-3,0	327,4	
213,0	1	99787,0	1	99786,0	21,4	165,2	-2,8	2000	NaN	NaN	C	8361	72,9	71,6	56	59,3556140	24,7123683	6619973,45	1050954,39	87,2	320,7	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	87,2	21,4	-77,9	19,7	87,2	21,4	165,2	-2,8	320,7	84,1	18,6	-77,6	18,6	-1,8	18,6	161,7	-2,8	131,8	84,1	23,3	-77,6	21,8	84,1	23,3	161,7	-2,8	391,7	78,3	48,9	-71,4	48,2	-179,5	0,0	151,6	-2,8	0,0	83,7	11,3	-77,9	11,5	179,4	25,1	161,7	-2,8	225,3	87,2	21,4	-77,9	19,7	87,2	21,4	165,2	-2,8	320,7	
