ViaPPS produsert fil	: Filversjon 1.21
F.ID.	: Rosita_NO_001
ViaPPS software versjon	: 8.9.12.1

Rapportdato				: 26.03.2026 13:24:47
Filnavn					: PPS_Fy01_93_1_m99999-1_m99096_felt2___20260313-145233.txt
Mappe					: D:\ViaPPS_RBS\RAW_DATA\Fy001_93_hp1_f2_20260313-145233

ViaPPS opptakerversjon	: 8.5.6.0 - 01.06.2016 13:21:02

Sjåfør					: Egon
Bilnummer				: 
UtstyrsID				: VIATECH
Utstyrsmerknader		: 
Opptaksdato				: 13.03.2026 14:52:33
Formål					: 
Måleserienummer					: 1
Målingskommentarer		: 
Målingslengde			: 902
Værkommentarer			: 
Teksturlaserposisjon	: Y

Beregningsintervall [m]	: 1
Rettholt venstre [m]	: Bunnrettholt : -1,8[m]  Snorholt : -1,8[m]  Regresjonsholt : -1,8[m]
Rettholt høyre [m]		: Bunnrettholt :  1,8[m]  Snorholt :  1,8[m]  Regresjonsholt :  1,8[m]
Filter orden [punkter]	: 11
Profil snittlengde [m]	: 0,0
Metodefil versjon/dato	: Ikke tilgjengelig
Beregningskommentaer	: Beregningstype=CEN_13036_8, Midlingsalgoritme=ChebyshevFilter, AntallMidledeProfiler=1, Rettholtlengdetype=Fast lengde, Sporryggdeteksjon=Av
Kalibreringsdata	: Kalib.dato=19. juni 2025 09:11:30, Pulser=1203,835000, Rull=0,000000, Stamp=-0,033432, ScannerRull=-0,006738
Tverrfallskalibreringsdata	: 13. mars 2026 14:35:31
Sensormontasjedata1	: Imu=-1,60[m], ProfileScanner=-3,60[m], TeksturLaser=2,26[m]
Sensormontasjedata2	: GnssDx=-1,92[m], GnssDy=-0,28[m], GnssDz=-2,29[m]
Sensormontasjedata3	: GnssImuDx=-0,03[m], GnssImuDy=0,33[m], GnssImuDz=1,51[m]

Vegnett fylkesversjon			: 
Vegnett serverversjon			: 
Vegnett genereringsappliksajonsversjon	: 

Startposisjon:
Fylke			: 1
Veg				: 93
Strekning		: 1
Vegmeter		: 99999
Kjørefelt		: 2
Stedsnavn		: 

Stopposisjon:
Fylke			: 1
Veg				: 93
Strekning		: 1
Vegmeter		: 99096,669815277
Kjørefelt		: 2
Stedsnavn		: 

Vegnettnoder
Nodenr	: Lengde [m]	: Fylke []	: Stedsnavn []	: Vegnavn []	: Hp []	: Fra Vegmeter [m]	: Til Vegmeter [m]	: 
Node0	: 903	: 1	: 	: 93	: 1	: 99096	: 100000

Justeringsnoder
Justeringnr	: Distanse [m]	: Justering [m]

Utkjørt meter [m]	Fra strekning []	Fra vegmeter [m]	Til strekning []	Til vegmeter [m]	Spordybde [mm]	Sporbredde [cm]	Tverrfall [%]	Kurveradius [m]	IRI [mm/m]	MPD [mm]	Beregningsmetode []	Tid [ms]	Hastighet [km/t]	Høyde [m]	Signalkvalitet [%]	Breddegrad [°]	Lengdegrad [°]	Sone 33V N [m]	Sone 33V Ø [m]	Sporposisjon [cm]	Areal [cm^2]	Pause []	Pos. asfalt kant [cm]	Pos. kantlinje [cm]	Type kantlinje []	Kval. kantlinje [%]	Pos. midtlinje [cm]	Type midtlinje []	Kval. midtlinje [%]	Pos. ekstra midtlinje [cm]	Type ekstra midtlinje []	Kval. ekstra midtlinje [%]	CEN 13036 Høyre sporposisjon [cm]	CEN 13036 Høyre spordybde [mm]	CEN 13036 Venstre sporposisjon [cm]	CEN 13036 Venstre spordybde [mm]	CEN 13036 Max sporposisjon [cm]	CEN 13036 Max spordybde [mm]	CEN 13036 Sporbredde [cm]	CEN 13036 Tverrfall [%]	CEN 13036 Areal [cm^2]	Bunn Høyre sporposisjon [cm]	Bunn Høyre spordybde [mm]	Bunn Venstre sporposisjon [cm]	Bunn Venstre spordybde [mm]	Bunn Max sporposisjon [cm]	Bunn Max spordybde [mm]	Bunn Sporbredde [cm]	Bunn Tverrfall [%]	Bunn Areal [cm^2]	Snor Høyre sporposisjon [cm]	Snor Høyre spordybde [mm]	Snor Venstre sporposisjon [cm]	Snor Venstre spordybde [mm]	Snor Max sporposisjon [cm]	Snor Max spordybde [mm]	Snor Sporbredde [cm]	Snor Tverrfall [%]	Snor Areal [cm^2]	Krum Høyre sporposisjon [cm]	Krum Høyre spordybde [mm]	Krum Venstre sporposisjon [cm]	Krum Venstre spordybde [mm]	Krum Max sporposisjon [cm]	Krum Max spordybde [mm]	Krum Sporbredde [cm]	Krum Tverrfall [%]	Krum Areal [cm^2]	Regresjon Høyre sporposisjon [cm]	Regresjon Høyre spordybde [mm]	Regresjon Venstre sporposisjon [cm]	Regresjon Venstre spordybde [mm]	Regresjon Max sporposisjon [cm]	Regresjon Max spordybde [mm]	Regresjon Sporbredde [cm]	Regresjon Tverrfall [%]	Regresjon Areal [cm^2]	Metode Høyre sporposisjon [cm]	Metode Høyre spordybde [mm]	Metode Venstre sporposisjon [cm]	Metode Venstre spordybde [mm]	Metode Max sporposisjon [cm]	Metode Max spordybde [mm]	Metode Sporbredde [cm]	Metode Tverrfall [%]	Metode Areal [cm^2]	
237,0	1	99763,0	1	99762,0	17,3	164,0	-2,3	2000	NaN	NaN	C	10084	73,6	70,8	56	59,3558102	24,7125098	6619996,32	1050959,18	108,5	250,2	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	108,5	17,3	-56,2	15,8	108,5	17,3	164,0	-2,3	250,2	106,3	15,4	-53,1	15,4	18,6	15,4	158,2	-2,2	105,3	106,3	18,7	-53,1	17,7	106,3	18,7	158,2	-2,2	299,3	98,3	40,7	-49,9	46,7	-179,3	0,0	148,2	-2,2	0,0	104,8	8,0	-56,2	9,9	179,5	21,9	160,3	-2,3	168,7	108,5	17,3	-56,2	15,8	108,5	17,3	164,0	-2,3	250,2	
238,0	1	99762,0	1	99761,0	17,6	162,2	-2,3	2000	NaN	NaN	C	10132	73,6	70,8	56	59,3558176	24,7125150	6619997,17	1050959,36	109,0	258,7	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	109,0	17,6	-53,1	16,3	109,0	17,6	162,2	-2,3	258,7	107,0	15,6	-53,1	15,6	21,0	15,6	160,7	-2,2	107,3	107,0	18,8	-53,1	18,2	104,2	18,9	160,7	-2,2	294,0	96,9	40,2	-49,4	47,6	-179,4	0,0	147,1	-2,2	0,0	106,5	8,2	-53,1	10,0	179,7	21,9	160,4	-2,3	172,5	109,0	17,6	-53,1	16,3	109,0	17,6	162,2	-2,3	258,7	
239,0	1	99761,0	1	99760,0	17,7	162,9	-2,2	2000	NaN	NaN	C	10187	73,7	70,8	56	59,3558274	24,7125220	6619998,32	1050959,60	108,2	260,6	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	109,5	17,5	-54,1	17,2	108,2	17,7	162,9	-2,2	260,6	109,4	16,5	-52,5	16,5	20,1	16,5	161,5	-2,0	110,9	109,4	18,1	-52,5	18,1	-50,6	18,4	161,5	-2,0	290,5	97,6	39,7	-49,7	47,4	-179,6	0,0	147,9	-2,0	0,0	109,1	7,9	-54,1	10,8	179,7	22,1	161,9	-2,2	177,7	109,5	17,5	-54,1	17,2	108,2	17,7	162,9	-2,2	260,6	
240,0	1	99760,0	1	99759,0	17,8	161,1	-2,3	2000	NaN	NaN	C	10235	73,7	70,8	56	59,3558360	24,7125282	6619999,32	1050959,80	107,2	268,7	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	107,7	17,6	-55,6	17,1	107,2	17,8	161,1	-2,3	268,7	107,7	16,5	-55,6	16,5	23,4	16,5	161,1	-2,1	118,7	107,7	18,4	-55,5	18,1	-50,6	18,8	159,6	-2,1	305,5	98,2	39,9	-49,9	47,2	-179,6	0,0	148,2	-2,1	0,0	107,2	8,0	-55,6	10,6	179,6	22,5	161,1	-2,3	177,1	107,7	17,6	-55,6	17,1	107,2	17,8	161,1	-2,3	268,7	
241,0	1	99759,0	1	99758,0	17,5	160,3	-2,4	2000	NaN	NaN	C	10283	73,7	70,8	56	59,3558433	24,7125334	6620000,18	1050959,98	-52,5	269,3	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	107,6	17,4	-53,7	17,3	-52,5	17,5	160,3	-2,4	269,3	106,9	16,9	-53,6	16,9	23,4	16,9	158,9	-2,2	117,4	106,9	17,8	-53,6	18,4	-52,5	18,4	158,9	-2,2	291,4	96,9	39,4	-47,5	47,6	-179,7	0,0	144,3	-2,2	0,0	106,3	8,0	-53,7	10,6	179,7	21,9	158,7	-2,4	176,7	107,6	17,4	-53,7	17,3	-52,5	17,5	160,3	-2,4	269,3	
242,0	1	99758,0	1	99757,0	18,0	160,6	-2,5	2000	NaN	NaN	C	10331	73,7	70,8	56	59,3558519	24,7125395	6620001,18	1050960,18	107,0	262,5	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	107,3	17,7	-53,7	17,1	107,0	18,0	160,6	-2,5	262,5	107,0	16,6	-53,7	16,6	24,5	16,6	160,6	-2,3	114,0	107,0	18,1	-53,7	18,4	106,1	18,7	160,6	-2,3	296,5	96,8	40,0	-48,0	47,6	-179,7	0,0	147,6	-2,3	0,0	106,9	8,3	-53,7	10,5	179,6	22,0	160,6	-2,5	175,5	107,3	17,7	-53,7	17,1	107,0	18,0	160,6	-2,5	262,5	
243,0	1	99757,0	1	99756,0	17,5	159,0	-2,5	2000	NaN	NaN	C	10379	73,7	70,8	56	59,3558605	24,7125457	6620002,18	1050960,39	-51,8	265,3	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	109,0	17,1	-51,8	17,5	-51,8	17,5	159,0	-2,5	265,3	109,0	16,5	-51,2	16,5	21,6	16,5	159,0	-2,3	119,5	109,0	17,6	-51,8	18,6	-51,8	18,6	159,0	-2,3	290,0	96,1	39,6	-46,9	48,2	-179,7	0,0	142,9	-2,3	0,0	107,8	7,7	-51,8	10,9	179,6	22,6	159,0	-2,5	176,1	109,0	17,1	-51,8	17,5	-51,8	17,5	159,0	-2,5	265,3	
244,0	1	99756,0	1	99755,0	17,8	162,1	-2,5	2000	NaN	NaN	C	10420	73,7	70,8	56	59,3558679	24,7125510	6620003,04	1050960,57	-52,2	271,4	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	109,4	17,0	-54,0	17,5	-52,2	17,8	162,1	-2,5	271,4	109,4	16,4	-53,0	16,4	27,2	16,4	161,1	-2,3	117,5	109,4	17,7	-53,0	18,9	-51,5	18,9	161,1	-2,3	308,4	95,7	39,8	-48,4	48,3	-179,7	0,0	143,7	-2,3	0,0	109,1	7,5	-54,0	10,9	179,6	22,6	160,9	-2,5	178,7	109,4	17,0	-54,0	17,5	-52,2	17,8	162,1	-2,5	271,4	
245,0	1	99755,0	1	99754,0	17,0	162,3	-2,5	2000	NaN	NaN	C	10476	73,7	70,8	56	59,3558765	24,7125571	6620004,04	1050960,78	108,9	257,3	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	110,3	17,0	-50,5	16,6	108,9	17,0	162,3	-2,5	257,3	109,9	16,1	-50,5	16,1	24,6	16,1	162,3	-2,4	112,9	109,9	17,3	-50,5	17,3	-47,4	17,5	161,6	-2,4	272,1	98,2	38,9	-46,8	47,0	-179,8	0,0	145,4	-2,4	0,0	108,7	7,7	-50,5	10,2	179,6	21,4	160,6	-2,5	169,4	110,3	17,0	-50,5	16,6	108,9	17,0	162,3	-2,5	257,3	
246,0	1	99754,0	1	99753,0	16,7	161,0	-2,5	2000	NaN	NaN	C	10524	73,7	70,8	56	59,3558851	24,7125633	6620005,05	1050960,98	-48,2	245,4	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	112,3	16,3	-49,4	16,1	-48,2	16,7	161,0	-2,5	245,4	111,6	15,3	-48,8	15,3	24,6	15,3	159,0	-2,3	109,1	111,6	16,8	-48,8	17,6	-48,2	17,6	159,0	-2,3	273,5	94,8	38,7	-48,1	47,0	-179,5	0,0	141,5	-2,3	0,0	110,9	7,4	-50,6	10,3	179,7	21,3	160,7	-2,5	166,7	112,3	16,3	-49,4	16,1	-48,2	16,7	161,0	-2,5	245,4	
247,0	1	99753,0	1	99752,0	16,5	163,6	-2,5	2000	NaN	NaN	C	10572	73,7	70,8	56	59,3558937	24,7125694	6620006,05	1050961,19	-49,4	239,0	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	109,9	16,2	-51,2	16,5	-49,4	16,5	163,6	-2,5	239,0	109,9	15,4	-50,7	15,4	29,4	15,4	162,8	-2,3	111,2	109,9	16,7	-50,7	17,2	-49,5	17,2	163,4	-2,3	261,4	99,0	37,9	-47,6	46,7	-179,4	0,0	143,8	-2,3	0,0	108,5	7,3	-51,2	10,4	179,1	20,3	162,9	-2,5	165,3	109,9	16,2	-51,2	16,5	-49,4	16,5	163,6	-2,5	239,0	
248,0	1	99752,0	1	99751,0	16,3	161,3	-2,6	2000	NaN	NaN	C	10621	73,8	70,8	56	59,3559023	24,7125755	6620007,05	1050961,40	109,4	244,1	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	109,4	16,3	-51,9	15,3	109,4	16,3	161,3	-2,6	244,1	109,4	14,6	-51,9	14,6	22,2	14,6	160,3	-2,4	95,5	109,4	16,9	-49,5	17,0	-47,6	17,4	159,9	-2,4	277,1	101,9	37,9	-48,1	46,8	-179,5	0,0	150,2	-2,4	0,0	109,2	7,5	-51,9	9,9	179,4	21,0	161,3	-2,6	164,7	109,4	16,3	-51,9	15,3	109,4	16,3	161,3	-2,6	244,1	
249,0	1	99751,0	1	99750,0	16,3	162,0	-2,6	2000	NaN	NaN	C	10676	73,9	70,8	56	59,3559122	24,7125826	6620008,20	1050961,63	109,4	234,1	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	110,2	16,3	-52,2	15,6	109,4	16,3	162,0	-2,6	234,1	110,2	15,0	-51,8	15,0	29,7	15,0	161,9	-2,4	107,0	110,2	16,8	-51,8	16,4	109,4	16,8	161,9	-2,4	259,5	98,0	37,9	-44,4	45,9	-179,6	0,0	140,3	-2,4	0,0	108,3	7,5	-52,2	9,7	179,3	19,9	161,3	-2,6	160,3	110,2	16,3	-52,2	15,6	109,4	16,3	162,0	-2,6	234,1	
250,0	1	99750,0	1	99749,0	16,1	160,4	-2,5	2000	NaN	NaN	C	10725	73,9	70,8	56	59,3559196	24,7125878	6620009,06	1050961,81	-48,7	233,7	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	110,8	15,6	-51,1	15,9	-48,7	16,1	160,4	-2,5	233,7	110,8	15,1	-49,4	15,1	24,6	15,1	160,4	-2,3	103,6	110,8	16,2	-49,4	16,9	-48,7	16,9	160,4	-2,3	248,0	94,8	37,2	-44,9	46,4	-179,5	0,0	141,2	-2,3	0,0	106,9	7,2	-51,1	9,9	179,0	20,3	158,8	-2,5	159,7	110,8	15,6	-51,1	15,9	-48,7	16,1	160,4	-2,5	233,7	
251,0	1	99749,0	1	99748,0	16,0	162,0	-2,5	2000	NaN	NaN	C	10773	73,9	70,8	56	59,3559282	24,7125939	6620010,07	1050962,01	-50,0	237,0	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	112,0	15,4	-51,1	15,9	-50,0	16,0	162,0	-2,5	237,0	112,0	15,4	-50,6	15,4	24,6	15,4	162,0	-2,3	112,8	112,0	15,6	-51,1	16,3	-50,5	16,3	162,0	-2,3	249,6	97,4	37,1	-46,8	45,6	-179,6	0,0	141,7	-2,3	0,0	111,3	6,7	-52,5	9,9	179,9	19,6	162,0	-2,5	161,9	112,0	15,4	-51,1	15,9	-50,0	16,0	162,0	-2,5	237,0	
252,0	1	99748,0	1	99747,0	15,5	162,0	-2,6	2000	NaN	NaN	C	10815	73,9	70,8	56	59,3559356	24,7125992	6620010,93	1050962,19	30,3	224,1	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	111,0	15,4	-49,9	15,3	30,3	15,5	162,0	-2,6	224,1	111,0	14,4	-48,7	14,4	29,4	14,4	159,9	-2,4	95,5	110,3	16,2	-49,6	16,2	-48,4	16,3	159,0	-2,4	252,1	99,2	37,2	-45,6	46,2	-179,6	0,0	144,8	-2,4	0,0	110,3	7,3	-49,9	9,7	179,8	19,5	159,6	-2,6	160,5	111,0	15,4	-49,9	15,3	30,3	15,5	162,0	-2,6	224,1	
253,0	1	99747,0	1	99746,0	15,8	164,3	-2,5	2000	NaN	NaN	C	10864	74,0	70,9	56	59,3559443	24,7126053	6620011,94	1050962,39	-52,4	225,3	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	110,7	15,0	-53,7	15,8	-52,4	15,8	164,3	-2,5	225,3	110,6	14,1	-53,7	14,1	29,9	14,1	163,6	-2,3	102,8	110,6	15,9	-53,7	17,3	-52,5	17,3	163,6	-2,3	266,5	96,7	37,4	-47,4	46,8	-179,5	0,0	144,0	-2,3	0,0	110,6	6,7	-53,7	10,2	179,7	20,5	163,0	-2,5	162,2	110,7	15,0	-53,7	15,8	-52,4	15,8	164,3	-2,5	225,3	
254,0	1	99746,0	1	99745,0	15,8	162,6	-2,5	2000	NaN	NaN	C	10912	74,0	70,9	56	59,3559529	24,7126115	6620012,94	1050962,60	-47,4	225,4	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	112,0	14,6	-50,6	15,6	-47,4	15,8	162,6	-2,5	225,4	112,0	14,3	-49,8	14,3	31,8	14,3	162,6	-2,3	97,2	112,0	15,3	-50,4	16,5	-47,4	16,5	161,7	-2,3	240,6	97,5	36,3	-45,5	46,0	-179,6	0,0	142,6	-2,3	0,0	111,3	6,5	-50,6	10,2	179,5	19,7	161,7	-2,5	158,1	112,0	14,6	-50,6	15,6	-47,4	15,8	162,6	-2,5	225,4	
255,0	1	99745,0	1	99744,0	15,3	159,4	-2,6	2000	NaN	NaN	C	10961	74,0	70,9	56	59,3559603	24,7126167	6620013,80	1050962,78	-48,0	212,8	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	111,4	14,5	-49,2	15,0	-48,0	15,3	159,4	-2,6	212,8	111,4	14,0	-48,6	14,0	25,2	14,0	159,4	-2,4	99,0	111,4	14,8	-49,2	15,9	-49,2	15,9	159,4	-2,4	232,2	97,6	35,7	-44,2	45,8	-179,5	0,0	140,8	-2,4	0,0	110,5	6,7	-49,3	9,8	179,3	19,0	159,8	-2,6	155,6	111,4	14,5	-49,2	15,0	-48,0	15,3	159,4	-2,6	212,8	
256,0	1	99744,0	1	99743,0	15,4	163,3	-2,5	2000	NaN	NaN	C	11010	74,0	70,9	56	59,3559689	24,7126229	6620014,81	1050962,99	-48,6	218,7	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	112,1	14,5	-49,9	15,2	-48,6	15,4	163,3	-2,5	218,7	110,6	14,3	-49,9	14,3	19,9	14,3	163,3	-2,3	96,1	110,6	14,9	-49,9	15,9	-49,9	15,9	162,0	-2,3	243,4	91,3	36,0	-44,3	45,6	-179,9	0,0	138,6	-2,3	0,0	109,1	6,8	-49,9	9,5	179,6	18,6	162,0	-2,5	159,0	112,1	14,5	-49,9	15,2	-48,6	15,4	163,3	-2,5	218,7	
257,0	1	99743,0	1	99742,0	15,4	162,3	-2,5	2000	NaN	NaN	C	11059	74,0	70,9	56	59,3559775	24,7126291	6620015,81	1050963,20	-48,7	222,9	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	113,0	14,7	-49,9	15,4	-48,7	15,4	162,3	-2,5	222,9	112,7	14,3	-48,8	14,3	31,8	14,3	161,5	-2,3	97,1	112,7	15,1	-48,8	16,5	-48,7	16,5	161,5	-2,3	261,1	0,8	37,2	-46,2	46,2	-179,7	0,0	49,5	-2,3	0,0	111,4	6,6	-49,4	9,8	179,4	19,5	161,3	-2,5	155,2	113,0	14,7	-49,9	15,4	-48,7	15,4	162,3	-2,5	222,9	
258,0	1	99742,0	1	99741,0	15,3	158,5	-2,6	2000	NaN	NaN	C	11108	74,0	70,9	56	59,3559862	24,7126353	6620016,82	1050963,41	-47,5	227,6	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	111,4	14,9	-49,9	15,2	-47,5	15,3	158,5	-2,6	227,6	110,6	13,8	-48,1	13,8	25,2	13,8	157,9	-2,4	94,9	110,6	15,8	-49,9	16,9	-49,9	16,9	157,9	-2,4	272,5	89,8	37,7	-45,0	46,8	-179,7	0,0	132,9	-2,4	0,0	110,6	6,7	-49,9	9,8	179,7	20,1	157,9	-2,6	158,2	111,4	14,9	-49,9	15,2	-47,5	15,3	158,5	-2,6	227,6	
259,0	1	99741,0	1	99740,0	15,9	161,6	-2,6	2000	NaN	NaN	C	11164	74,0	70,8	56	59,3559960	24,7126424	6620017,97	1050963,65	-47,7	227,4	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	111,4	15,2	-49,9	15,6	-47,7	15,9	161,6	-2,6	227,4	111,8	14,2	-49,0	14,2	26,5	14,2	161,1	-2,4	97,8	110,8	15,9	-49,3	16,9	-48,7	16,9	161,3	-2,4	255,4	97,2	37,0	-45,9	46,6	-179,6	0,0	144,3	-2,4	0,0	110,7	6,9	-49,9	10,0	179,8	20,0	160,6	-2,6	159,1	111,4	15,2	-49,9	15,6	-47,7	15,9	161,6	-2,6	227,4	
260,0	1	99740,0	1	99739,0	15,4	162,0	-2,6	2000	NaN	NaN	C	11206	74,0	70,8	56	59,3560034	24,7126477	6620018,83	1050963,82	111,8	232,3	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	112,2	15,4	-51,5	14,9	111,8	15,4	162,0	-2,6	232,3	111,9	14,5	-52,4	14,5	21,3	14,5	163,1	-2,5	105,4	112,2	16,0	-51,1	16,0	111,8	16,1	161,1	-2,5	258,4	101,2	37,0	-45,2	45,6	-179,4	0,0	143,3	-2,5	0,0	111,9	7,2	-52,4	9,3	179,8	18,9	164,1	-2,6	155,7	112,2	15,4	-51,5	14,9	111,8	15,4	162,0	-2,6	232,3	
261,0	1	99739,0	1	99738,0	15,4	161,2	-2,6	2000	NaN	NaN	C	11255	74,0	70,9	56	59,3560121	24,7126539	6620019,84	1050964,03	-46,2	230,9	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	110,6	15,1	-49,3	15,2	-46,2	15,4	161,2	-2,6	230,9	110,6	14,4	-48,7	14,4	27,6	14,4	160,7	-2,5	100,9	110,6	15,6	-49,3	15,8	-47,4	16,1	161,2	-2,5	247,9	95,5	37,2	-43,2	45,6	-179,3	0,0	139,5	-2,5	0,0	108,6	6,6	-51,2	9,3	179,3	19,1	160,2	-2,6	153,3	110,6	15,1	-49,3	15,2	-46,2	15,4	161,2	-2,6	230,9	
262,0	1	99738,0	1	99737,0	15,6	161,5	-2,5	2000	NaN	NaN	C	11304	73,9	70,9	56	59,3560195	24,7126592	6620020,70	1050964,21	110,9	233,5	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	112,2	15,3	-50,1	14,9	110,9	15,6	161,5	-2,5	233,5	111,4	14,3	-48,8	14,3	29,4	14,3	158,1	-2,4	95,5	111,4	16,0	-50,1	16,3	109,3	16,3	160,6	-2,4	266,3	101,0	37,2	-43,8	46,2	-179,5	0,0	145,6	-2,4	0,0	110,9	7,1	-50,1	9,3	179,8	19,4	160,6	-2,5	155,9	112,2	15,3	-50,1	14,9	110,9	15,6	161,5	-2,5	233,5	
263,0	1	99737,0	1	99736,0	14,7	160,0	-2,4	2000	NaN	NaN	C	11354	73,9	70,9	56	59,3560281	24,7126654	6620021,71	1050964,43	109,3	217,0	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	112,1	14,7	-47,6	14,6	109,3	14,7	160,0	-2,4	217,0	112,1	13,6	-47,6	13,6	23,4	13,6	160,0	-2,3	95,0	112,1	15,4	-47,6	15,5	-47,6	15,5	160,0	-2,3	243,1	0,8	36,7	-44,4	45,4	-179,5	0,0	45,9	-2,3	0,0	111,4	6,5	-47,6	9,2	179,3	18,6	158,9	-2,4	151,3	112,1	14,7	-47,6	14,6	109,3	14,7	160,0	-2,4	217,0	
264,0	1	99736,0	1	99735,0	15,1	159,5	-2,5	2000	NaN	NaN	C	11403	73,8	70,9	56	59,3560367	24,7126716	6620022,71	1050964,63	-45,1	222,6	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	114,3	14,6	-46,2	15,1	-45,1	15,1	159,5	-2,5	222,6	114,3	14,2	-46,2	14,2	28,3	14,2	159,5	-2,3	98,6	114,3	14,9	-46,2	15,8	-45,1	15,8	159,5	-2,3	242,3	0,9	36,3	-43,2	45,2	-179,6	0,0	45,2	-2,3	0,0	110,2	6,6	-46,2	9,4	179,5	18,5	159,5	-2,5	151,9	114,3	14,6	-46,2	15,1	-45,1	15,1	159,5	-2,5	222,6	
265,0	1	99735,0	1	99734,0	15,1	158,9	-2,4	2000	NaN	NaN	C	11452	73,8	70,9	56	59,3560453	24,7126779	6620023,71	1050964,85	-46,9	217,7	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	110,8	14,4	-48,2	14,6	-46,9	15,1	158,9	-2,4	217,7	110,7	14,0	-48,2	14,0	31,9	14,0	158,9	-2,3	95,9	110,7	15,0	-46,9	15,3	-46,9	15,6	158,4	-2,3	236,2	0,8	36,6	-45,0	45,1	-179,4	0,0	47,7	-2,3	0,0	109,5	6,8	-49,4	9,1	179,1	18,5	158,4	-2,4	151,2	110,8	14,4	-48,2	14,6	-46,9	15,1	158,9	-2,4	217,7	
266,0	1	99734,0	1	99733,0	14,9	160,6	-2,3	2000	NaN	NaN	C	11495	73,9	70,9	56	59,3560527	24,7126832	6620024,57	1050965,03	-46,4	211,5	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	113,5	13,8	-48,2	14,7	-46,4	14,9	160,6	-2,3	211,5	113,5	13,7	-48,2	13,7	24,7	13,7	160,6	-2,1	95,4	112,8	14,2	-46,9	15,7	-46,4	15,7	159,9	-2,1	233,4	0,8	36,3	-42,9	45,6	-179,7	0,0	44,0	-2,1	0,0	112,8	6,3	-48,2	9,3	179,4	18,5	160,6	-2,3	146,5	113,5	13,8	-48,2	14,7	-46,4	14,9	160,6	-2,3	211,5	
267,0	1	99733,0	1	99732,0	14,5	164,1	-2,4	2000	NaN	NaN	C	11551	73,6	70,9	56	59,3560625	24,7126903	6620025,71	1050965,27	-49,7	209,2	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	114,9	13,5	-50,0	14,5	-49,7	14,5	164,1	-2,4	209,2	115,3	13,3	-49,7	13,3	25,8	13,3	164,3	-2,2	94,7	113,1	13,7	-50,0	15,8	-50,0	15,8	164,1	-2,2	231,0	43,6	35,8	-45,4	45,3	-179,7	0,0	88,4	-2,2	0,0	111,3	6,0	-51,6	9,5	179,5	18,5	162,7	-2,4	146,8	114,9	13,5	-50,0	14,5	-49,7	14,5	164,1	-2,4	209,2	
268,0	1	99732,0	1	99731,0	14,3	161,1	-2,2	2000	NaN	NaN	C	11601	73,4	70,9	56	59,3560711	24,7126965	6620026,71	1050965,48	-49,4	209,7	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	111,4	13,5	-49,4	14,3	-49,4	14,3	161,1	-2,2	209,7	111,4	13,5	-49,4	13,5	30,0	13,5	161,1	-2,1	101,9	111,4	13,3	-49,4	14,6	-49,4	14,6	161,1	-2,1	209,5	0,8	35,5	-43,8	44,2	-179,6	0,0	45,9	-2,1	0,0	111,4	5,9	-49,4	8,8	179,3	16,7	161,1	-2,2	142,8	111,4	13,5	-49,4	14,3	-49,4	14,3	161,1	-2,2	209,7	
